-1.000000 1501080050.605457 0.000000
-1.000000 1501080050.758022 0.000000
-1.000000 1501080050.918596 0.000000
-1.000000 1501080051.078647 0.000000
-1.000000 1501080051.239899 0.000000
-1.000000 1501080051.409622 0.000000
-1.000000 1501080051.566326 0.000000
-1.000000 1501080051.727181 0.000000
-1.000000 1501080051.889555 0.000000
-1.000000 1501080052.051018 0.000000
-1.000000 1501080052.211645 0.000000
-1.000000 1501080052.364201 0.000000
-1.000000 1501080052.535219 0.000000
-1.000000 1501080052.692272 0.000000
-1.000000 1501080052.854494 0.000000
-1.000000 1501080053.014900 0.000000
-1.000000 1501080053.177389 0.000000
-1.000000 1501080053.338418 0.000000
-1.000000 1501080053.495776 0.000000
-1.000000 1501080053.658541 0.000000
-1.000000 1501080053.826766 0.000000
-1.000000 1501080053.982798 0.000000
-1.000000 1501080054.142350 0.000000
-1.000000 1501080054.303487 0.000000
-1.000000 1501080054.469297 0.000000
-1.000000 1501080054.625579 0.000000
-1.000000 1501080054.785135 0.000000
-1.000000 1501080054.957852 0.000000
-1.000000 1501080055.109275 0.000000
-1.000000 1501080055.272225 0.000000
-1.000000 1501080055.445480 0.000000
-1.000000 1501080055.595746 0.000000
-1.000000 1501080055.757015 0.000000
-1.000000 1501080055.917224 0.000000
-1.000000 1501080056.077768 0.000000
-1.000000 1501080056.238556 0.000000
-1.000000 1501080056.401921 0.000000
-1.000000 1501080056.558471 0.000000
-1.000000 1501080056.726127 0.000000
-1.000000 1501080056.886100 0.000000
-1.000000 1501080057.042522 0.000000
-1.000000 1501080057.209075 0.000000
-1.000000 1501080057.370550 0.000000
-1.000000 1501080057.531761 0.000000
-1.000000 1501080057.684575 0.000000
-1.000000 1501080057.856179 0.000000
-1.000000 1501080058.013474 0.000000
-1.000000 1501080058.169402 0.000000
-1.000000 1501080058.335362 0.000000
-1.000000 1501080058.498481 0.000000
-1.000000 1501080058.652337 0.000000
-1.000000 1501080058.817208 0.000000
-1.000000 1501080058.979792 0.000000
-1.000000 1501080059.140741 0.000000
-1.000000 1501080059.300869 0.000000
-1.000000 1501080059.464132 0.000000
-1.000000 1501080059.621654 0.000000
-1.000000 1501080059.790857 0.000000
-1.000000 1501080059.951297 0.000000
-1.000000 1501080060.110109 0.000000
-1.000000 1501080060.267313 0.000000
-1.000000 1501080060.429696 0.000000
-1.000000 1501080060.590005 0.000000
-1.000000 1501080060.749844 0.000000
-1.000000 1501080060.917891 0.000000
-1.000000 1501080061.072546 0.000000
-1.000000 1501080061.232998 0.000000
-1.000000 1501080061.399951 0.000000
-1.000000 1501080061.562070 0.000000
-1.000000 1501080061.715539 0.000000
-1.000000 1501080061.875618 0.000000
-1.000000 1501080062.037709 0.000000
-1.000000 1501080062.202526 0.000000
-1.000000 1501080062.357354 0.000000
