NumTrajs,MeanKLBefore,Perplexity,dLoss,LossBefore,Iteration,AverageDiscountedReturn,AverageReturn,StdReturn,LossAfter,Entropy,MaxReturn,MeanKL,ExplainedVariance,MinReturn
3,0.0153046858971,5.04712771071,0.0,-0.00873338155416,61,0.0,0.0,0.0,-0.00873338155416,1.61881931132,0.0,0.0153046858971,0,0.0
3,0.0199185784836,5.09848566779,0.0,-0.0184567188719,62,0.00746418342368,0.333333333333,0.471404520791,-0.0184567188719,1.62894356775,1.0,0.0199185784836,2.83965727932e-07,0.0
3,0.0122188550114,5.22166321802,0.0,-0.000744853891709,63,0.0193927239922,0.333333333333,0.471404520791,-0.000744853891709,1.65281597529,1.0,0.0122188550114,-0.158835341839,0.0
3,0.0147619543024,5.05264957311,0.0,0.000311789229255,64,0.170342484256,0.666666666667,0.942809041582,0.000311789229255,1.61991277364,2.0,0.0147619543024,-0.521608158457,0.0
3,0.0205228628911,5.10972260185,0.0,-0.0147202749866,65,0.0486330914693,1.33333333333,1.24721912892,-0.0147202749866,1.63114511739,3.0,0.0205228628911,0.0245374838142,0.0
3,0.0139916683227,5.16983702808,0.0,0.000204116443831,66,0.138428763682,1.0,1.41421356237,0.000204116443831,1.64284116541,3.0,0.0139916683227,-0.319213895431,0.0
3,0.0200361761844,4.97089534849,0.0,-0.0270158550677,67,0.274950960267,1.0,1.41421356237,-0.0270158550677,1.60359997449,3.0,0.0200361761844,-0.0606009732209,0.0
3,0.016238022286,4.9777053913,0.0,-0.00430616268158,68,0.210294724854,0.666666666667,0.942809041582,-0.00430616268158,1.60496902005,2.0,0.016238022286,-0.10985929698,0.0
3,0.015033830537,5.26806966976,0.0,-0.00842104579657,69,0.0,0.0,0.0,-0.00842104579657,1.66166400888,0.0,0.015033830537,0,0.0
3,0.0181619707311,4.93239046074,0.0,0.00209318415768,70,0.0997934637708,0.333333333333,0.471404520791,0.00209318415768,1.59582375101,1.0,0.0181619707311,2.87691496292e-07,0.0
3,0.0148928576854,5.1470875108,0.0,0.00021273397617,71,0.0,0.0,0.0,0.00021273397617,1.63843102282,0.0,0.0148928576854,0,0.0
3,0.0117688473388,5.25484541911,0.0,-0.0,72,0.0,0.0,0.0,-0.0,1.65915058793,0.0,0.0117688473388,1,0.0
3,0.0230283870908,4.94442275022,0.0,-0.00567387367514,73,0.463671808192,1.0,1.41421356237,-0.00567387367514,1.59826022423,3.0,0.0230283870908,3.91624833673e-08,0.0
3,0.0115127072756,5.08936272355,0.0,0.0076793718647,74,0.203160817715,1.0,1.41421356237,0.0076793718647,1.62715262106,3.0,0.0115127072756,-0.0126767650559,0.0
3,0.0142082100904,5.20559247815,0.0,-0.014707781186,75,0.0,0.0,0.0,-0.014707781186,1.64973352424,0.0,0.0142082100904,0,0.0
3,0.0139522106252,4.96063919416,0.0,0.00323379204687,76,0.105092975521,0.666666666667,0.942809041582,0.00323379204687,1.60153460222,2.0,0.0139522106252,7.45573937033e-08,0.0
3,0.0169977242452,5.09232182533,0.0,-0.00333355288797,77,0.0,0.0,0.0,-0.00333355288797,1.62773388084,0.0,0.0169977242452,0,0.0
3,0.0206846699325,5.05274665879,0.0,-0.00141353098356,78,0.0262203676197,0.666666666667,0.942809041582,-0.00141353098356,1.61993198826,2.0,0.0206846699325,7.31569720358e-08,0.0
3,0.0162421325077,4.98194854441,0.0,-0.0128566271381,79,0.0,0.0,0.0,-0.0128566271381,1.60582108849,0.0,0.0162421325077,0,0.0
3,0.0220906732436,5.0349671672,0.0,-0.0,80,0.0,0.0,0.0,-0.0,1.61640700524,0.0,0.0220906732436,1,0.0
3,0.0219845857875,4.936163842,0.0,-0.0,81,0.0,0.0,0.0,-0.0,1.59658847933,0.0,0.0219845857875,1,0.0
3,0.0149231804022,5.14967408215,0.0,-0.0,82,0.0,0.0,0.0,-0.0,1.63893342765,0.0,0.0149231804022,1,0.0
3,0.0205906858022,4.77623625704,0.0,-0.0117384363151,83,0.0780550381752,1.0,1.41421356237,-0.0117384363151,1.56365284242,3.0,0.0205906858022,3.39479819811e-08,0.0
3,0.0165247940858,5.20804628588,0.0,-0.00647451493337,84,0.269909289407,0.333333333333,0.471404520791,-0.00647451493337,1.65020479232,1.0,0.0165247940858,-5.40989486513,0.0
3,0.0158627049146,5.0227420074,0.0,-0.00397352273723,85,0.0,0.0,0.0,-0.00397352273723,1.6139760012,0.0,0.0158627049146,0,0.0
3,0.0163766733568,4.88693652187,0.0,-0.0141022768248,86,0.461036756753,1.66666666667,1.24721912892,-0.0141022768248,1.58656562902,3.0,0.0163766733568,4.35546747557e-08,0.0
3,0.0129992819401,4.85108708496,0.0,0.00637163047088,87,0.357316704476,2.33333333333,1.6996731712,0.00637163047088,1.57920282106,4.0,0.0129992819401,0.00540608598281,0.0
3,0.0136395731939,4.9855342851,0.0,-0.0142195441501,88,0.0881915656926,1.33333333333,1.88561808316,-0.0142195441501,1.60654057623,4.0,0.0136395731939,-0.0204962452098,0.0
3,0.0120828824478,5.14869231215,0.0,-0.00902032864512,89,0.00695710671963,0.333333333333,0.471404520791,-0.00902032864512,1.63874276246,1.0,0.0120828824478,-1.61539694809,0.0
3,0.014492569512,5.18357629721,0.0,0.0181213640601,90,0.0,0.0,0.0,0.0181213640601,1.64549522292,0.0,0.014492569512,0,0.0
3,0.0139545628385,5.05996776707,0.0,-0.0123638145399,91,0.353954904244,0.666666666667,0.942809041582,-0.0123638145399,1.62136011314,2.0,0.0139545628385,8.82545427849e-08,0.0
3,0.0138578416679,4.96955527338,0.0,-0.00320634193486,92,0.272692626095,2.33333333333,2.05480466766,-0.00320634193486,1.60333035389,5.0,0.0138578416679,-0.0112916583247,0.0
3,0.0163241770937,4.83892553732,0.0,-0.00404269425322,93,0.030790721452,0.333333333333,0.471404520791,-0.00404269425322,1.57669269966,1.0,0.0163241770937,-3.31225654458,0.0
