dLoss,Entropy,Perplexity,ExplainedVariance,Iteration,MinReturn,MaxReturn,NumTrajs,MeanKLBefore,MeanKL,AverageDiscountedReturn,AverageReturn,LossAfter,StdReturn,LossBefore
0.0278616687197,1.64148998739,5.16285637506,6.66133814775e-15,0,0.0,6000.0,3,1.85824722522e-17,0.00866032413036,692.771333391,3666.66666667,-0.0278616687197,2624.66929134,-5.16522010348e-15
0.0278067745348,1.62735159781,5.09037548916,0.0469780296005,1,6000.0,7000.0,3,-2.04272832838e-18,0.00689284132449,2286.08730726,6333.33333333,-0.0278067745348,471.404520791,5.13108074548e-16
0.0289438703774,1.66708374768,5.29669874229,-0.0563693721841,2,4000.0,12000.0,3,-2.71522292145e-19,0.00766411855999,1577.14100955,8666.66666667,-0.0289438703774,3399.3463424,9.09920287266e-17
0.0383219447381,1.64332333038,5.17233034343,0.0172811993902,3,7000.0,11000.0,3,3.03100587313e-18,0.00954618186365,1617.03339917,8333.33333333,-0.0383219447381,1885.61808316,-9.54329208251e-17
0.0329334311188,1.69056210498,5.42252787857,-0.0703522827009,4,5000.0,13000.0,3,9.25448615028e-19,0.00714428360091,2439.28988871,8000.0,-0.0329334311188,3559.02608401,-1.87812728332e-17
0.0321358702066,1.64852961751,5.19932920126,-0.059983918205,5,6000.0,13000.0,3,1.75372478263e-18,0.00673841849262,2957.64357172,10333.3333333,-0.0321358702066,3091.20616517,-6.80936788437e-17
0.0319620927973,1.6999434515,5.47363785695,0.290458065947,6,6000.0,10000.0,3,-1.41784839131e-18,0.00846732559207,3955.95239639,7666.66666667,-0.0319620927973,1699.6731712,-1.21939495538e-16
0.0272958857658,1.69220753239,5.43145759916,0.54134985551,7,7000.0,12000.0,3,5.3941970967e-18,0.00683451107234,3808.5213899,9666.66666667,-0.0272958857658,2054.80466766,-5.3410979343e-16
0.026233378107,1.68055815062,5.36855159545,0.435305787892,8,11000.0,14000.0,3,-7.80883089759e-19,0.00952726993813,4395.18796611,12000.0,-0.026233378107,1414.21356237,-2.35459799806e-16
0.0116050510014,1.65474959453,5.23176969439,-0.845520589496,9,0.0,10000.0,3,-2.34793369824e-18,0.00797366229842,2534.66560827,5666.66666667,-0.0116050510014,4189.93502999,1.06535151071e-16
0.0228750518333,1.68274909233,5.38032667362,0.791201091491,10,9000.0,10000.0,3,-7.01781931334e-19,0.00860596646995,4385.06218258,9666.66666667,-0.0228750518333,471.404520791,-1.05077983352e-16
0.0267091671227,1.66551725054,5.28840797431,0.408075222414,11,10000.0,14000.0,3,1.48556230927e-19,0.00767910293574,4454.72814761,11666.6666667,-0.0267091671227,1699.6731712,1.23142237148e-16
0.0313540518223,1.6475417485,5.1941954812,0.108466161759,12,1000.0,15000.0,3,-3.5440837393e-18,0.00972374875678,3347.36622969,10000.0,-0.0313540518223,6377.04215657,-1.50065145495e-16
0.0384390650716,1.64552513048,5.18373132764,0.57423631309,13,13000.0,14000.0,3,-6.86748840746e-19,0.00668021418968,6396.07464605,13333.3333333,-0.0384390650716,471.404520791,-2.28520905902e-17
0.037818047936,1.64425660907,5.1771598224,0.639869463019,14,10000.0,12000.0,3,3.24320203973e-18,0.00896933094246,4956.1338399,10666.6666667,-0.037818047936,942.809041582,2.44064028247e-16
0.0287619537765,1.64879063361,5.20068648703,0.258481746644,15,7000.0,13000.0,3,2.14643301056e-18,0.00898095549947,3812.09730513,10333.3333333,-0.0287619537765,2494.43825785,-7.48244059305e-17
0.0350627063023,1.63121316234,5.11007030448,0.593535099672,16,12000.0,14000.0,3,-1.22511723612e-18,0.00984891751711,4947.2836382,13333.3333333,-0.0350627063023,942.809041582,-9.5294142947e-17
0.0210584883849,1.63452978318,5.12704660656,0.671426878111,17,7000.0,15000.0,3,-2.19546752832e-18,0.00678525576882,5316.80531602,11333.3333333,-0.0210584883849,3299.83164554,-5.95819689882e-17
0.0194746206626,1.62428175153,5.0747727801,0.381964212149,18,11000.0,13000.0,3,1.05580745656e-18,0.00653369277657,5580.32486151,11666.6666667,-0.0194746206626,942.809041582,1.2442593252e-16
0.0255996307878,1.58891993581,4.89845542391,0.319270602195,19,8000.0,15000.0,3,8.16617669191e-18,0.00814474873102,4805.67015008,12666.6666667,-0.0255996307878,3299.83164554,1.03509515078e-16
0.023431114975,1.59677907174,4.93710472706,0.553469540224,20,12000.0,15000.0,3,9.84278722174e-19,0.00908670941189,5515.06844983,13333.3333333,-0.023431114975,1247.21912892,9.82908819663e-17
0.02928384322,1.60642026717,4.98493451624,0.478851714922,21,7000.0,13000.0,3,-1.32959919722e-18,0.00907498657969,3636.21110301,10000.0,-0.02928384322,2449.48974278,-2.04836148043e-16
0.0269157288523,1.60523482227,4.97902865227,0.489511899003,22,8000.0,15000.0,3,-7.68960955333e-19,0.0085966558695,4929.27190049,12000.0,-0.0269157288523,2943.92028878,-4.27435864481e-17
0.0270808057806,1.60932754439,4.99944819023,0.326734079341,23,12000.0,13000.0,3,-2.30194442311e-18,0.0096417348994,5430.0509072,12333.3333333,-0.0270808057806,471.404520791,1.06465762132e-16
0.0268851838228,1.63579231929,5.13352377606,0.429927949621,24,7000.0,15000.0,3,-3.29060327025e-18,0.00997436334839,4888.813118,12000.0,-0.0268851838228,3559.02608401,-3.9015087457e-16
0.0196248395879,1.59897300075,4.94794827499,0.514514000299,25,12000.0,15000.0,3,3.15514196393e-18,0.0065485239552,5108.61447687,13333.3333333,-0.0196248395879,1247.21912892,3.89503244473e-17
0.021556344537,1.61068781713,5.00625343077,0.528957386775,26,12000.0,15000.0,3,3.7657300576e-19,0.00697138568513,5490.88631051,13333.3333333,-0.021556344537,1247.21912892,3.13493444167e-17
