Iteration,ExplainedVariance,MaxReturn,MinReturn,dLoss,LossBefore,StdReturn,LossAfter,MeanKL,Perplexity,AverageDiscountedReturn,AverageReturn,Entropy,NumTrajs,MeanKLBefore
138,-0.0313050490253,3173.75,-6076.25,0.0218654112834,0.00231619259294,4109.29248438,-0.0195492186905,0.00898049789175,4.28618372746,-265.946860954,-2597.08333333,1.45539676302,3,0.00598525380056
139,-0.283717853544,-3157.5,-6951.25,0.0175907797713,0.00486372272531,1609.40432821,-0.012727057046,0.0086154410457,4.37940804737,-726.601475044,-5363.75,1.47691356625,3,0.00518494530455
140,-1.7341142664,-4670.0,-5351.25,0.0,-0.0181486118921,286.607915491,-0.0181486118921,0.0194280908613,4.27145156963,-791.433056875,-4961.66666667,1.45195371552,3,0.0194280908613
141,-0.149176000874,-3207.5,-8020.0,0.0103984124646,0.00179831599559,2196.04284263,-0.00860009646899,0.00977386521402,4.37982134259,-290.865494061,-4920.0,1.47700793419,3,0.009222418606
142,-0.289163374911,1023.75,-1782.5,0.0,0.00499907134484,1196.80927075,0.00499907134484,0.0112682288247,4.38704948586,-4.76318708001,-624.166666667,1.47865690223,3,0.0112682288247
143,0.248814078384,-5520.0,-8020.0,0.0,-0.000701538930823,1147.47609513,-0.000701538930823,0.0137702668329,4.22423195816,-704.776446727,-7140.83333333,1.44083745923,3,0.0137702668329
144,0.365126173826,-3401.25,-5032.5,0.00956971570089,-0.00280426939319,689.397633606,-0.0123739850941,0.00988344751635,4.79704291428,-491.120483242,-4342.91666667,1.56799966855,3,0.00854456530874
145,-0.0580471142155,-3032.5,-6007.5,0.0,0.00207887009544,1217.968054,0.00207887009544,0.012454939331,4.49043700333,-696.683653891,-4455.41666667,1.50195002515,3,0.012454939331
146,0.32274260066,2236.25,-8020.0,0.0111089392377,-0.00508392887742,4188.19127793,-0.0161928681151,0.00971999860138,4.4408164412,-367.881169468,-2824.16666667,1.49083824269,3,0.00910508590629
147,0.0913507516062,4011.25,-4126.25,0.011010691574,0.000810625454584,3334.1392255,-0.0102000661195,0.00938337824589,4.15272858022,109.880273099,142.5,1.4237656074,3,0.00835132845537
148,-0.554085257128,-8020.0,-8020.0,0.0115495940846,0.000254100655018,0.0,-0.0112954934296,0.00939268939989,4.35880922492,-910.247233625,-8020.0,1.47219890651,3,0.00652259264122
149,-0.635200280187,1780.0,-5870.0,0.0,-0.00730878744086,3139.87017601,-0.00730878744086,0.0146101893723,4.50280241316,-372.408840545,-1815.83333333,1.50469996142,3,0.0146101893723
150,-0.889859454784,48.75,-8020.0,0.0,-0.0094453579326,3296.78004734,-0.0094453579326,0.0116181098411,4.43289930718,-347.706136832,-4080.41666667,1.48905384113,3,0.0116181098411
151,-2.07166375767,-4638.75,-5432.5,0.00629050821048,-0.00285095304361,325.520416666,-0.00914146125409,0.0099929508597,4.40365501804,-643.934731604,-5057.5,1.48243488201,3,0.00991105666947
152,0.14907904477,742.5,-6007.5,0.0,-0.00347963090055,2764.99855586,-0.00347963090055,0.0110718516225,4.12033620925,-101.828197612,-2792.91666667,1.41593476422,3,0.0110718516225
153,-0.521793834751,448.75,-8020.0,0.0,-0.00995330962438,3992.20703545,-0.00995330962438,0.0114959313658,4.44779079232,-661.719459082,-5197.08333333,1.49240752174,3,0.0114959313658
154,0.808807904736,-8020.0,-8020.0,0.0158983983568,0.00241495764233,0.0,-0.0134834407144,0.00937940388895,4.51045774262,-910.247233625,-8020.0,1.5063986434,3,0.00453141727867
155,0.0190985691468,2136.25,-6688.75,0.0,-0.00293055749999,3633.11949868,-0.00293055749999,0.0125403625117,4.71616913093,-279.902926595,-2607.5,1.55099684525,3,0.0125403625117
156,-3.69732137626,-3707.5,-8020.0,0.0,-0.0157178002215,1815.19196643,-0.0157178002215,0.0275926431778,4.55131689665,-655.081762207,-6176.25,1.51541661892,3,0.0275926431778
157,-0.994564072321,-1501.25,-5276.25,0.0,-0.0038094301399,1745.27138928,-0.0038094301399,0.0109805461697,4.57028507239,-365.032232264,-2809.58333333,1.51957558204,3,0.0109805461697
158,-1.49078997458,-3870.0,-8020.0,0.0,-0.00222043678546,1721.71587539,-0.00222043678546,0.0129049261381,4.23077732075,-754.686338383,-5728.33333333,1.44238573995,3,0.0129049261381
159,-0.281872894939,5480.0,-8020.0,0.0144128123841,-0.0116005043043,6095.77494846,-0.0260133166884,0.00997776408304,4.62120589362,-81.6371277223,-3111.66666667,1.53065568697,3,0.00949425852422
160,-0.551897936659,-888.75,-8020.0,0.0,-0.00871680802664,3007.80668289,-0.00871680802664,0.0148494721508,4.45446373309,-445.367747595,-3920.0,1.49390667951,3,0.0148494721508
161,0.0242401897649,6417.5,-3088.75,0.0,-0.00300332181086,3898.76560771,-0.00300332181086,0.0126414084085,4.52812358449,833.185401392,1400.83333333,1.51030763392,3,0.0126414084085
162,-1.02575905025,-6170.0,-8020.0,0.00397391059169,0.00188562867001,872.098363463,-0.00208828192168,0.00855803687799,4.45881813549,-840.735014191,-7403.33333333,1.49488373887,3,0.0051080451805
163,0.869484869639,-6963.75,-8020.0,0.0,-0.00977398841233,470.049125683,-0.00977398841233,0.0107620795275,4.47688736816,-900.820842672,-7624.16666667,1.49892802106,3,0.0107620795275
164,0.970735280244,-8020.0,-8020.0,0.0117713678404,0.00153600215934,0.0,-0.0102353656811,0.00915951232048,4.73472004674,-910.247233625,-8020.0,1.55492260065,3,0.00698237686177
165,-0.0277340068525,-1057.5,-7238.75,0.0176829088054,-0.004829711936,2526.73723241,-0.0225126207414,0.00974853148695,4.85070010275,-435.27837912,-4057.5,1.57912304561,3,0.00749681512786
166,-0.131755323803,-2320.0,-8020.0,0.0,-0.0117059100243,2662.31578653,-0.0117059100243,0.0194844576891,4.20270311178,-619.134438665,-6084.58333333,1.43572791631,3,0.0194844576891
167,0.733583598273,-3288.75,-8020.0,0.0113049077842,-0.0027589749786,1945.32247041,-0.0140638827627,0.00989447150144,4.71773802292,-391.545935882,-5490.83333333,1.5513294523,3,0.00888854935053
168,-0.0527943244273,-4895.0,-8020.0,0.0122591186268,-0.00843220520795,1473.13912747,-0.0206913238347,0.00931191457424,3.81261935656,-861.557756259,-6978.33333333,1.33831644808,3,0.00781491782564
169,0.521485638134,-4601.25,-8020.0,0.0160156303307,-0.00785054445857,1495.69114923,-0.0238661747892,0.00910373826975,4.34424410157,-646.39105741,-5930.41666667,1.46885177386,3,0.00701706239163
170,0.295442144803,1580.0,-8020.0,0.00542967510123,-0.0108851358802,3999.68857295,-0.0163148109814,0.00999063860122,3.97298937888,-81.2437696442,-2655.41666667,1.37951880351,3,0.00983483570564
171,-0.603266483383,480.0,-5413.75,0.0,0.00120072836484,2414.07727656,0.00120072836484,0.0241685770398,4.41772342273,-269.690573537,-2605.41666667,1.48562450067,3,0.0241685770398
172,0.099064642421,592.5,-8020.0,0.0,-0.00763227487031,3650.35671773,-0.00763227487031,0.0137502189469,4.08852521852,-657.254483428,-4407.5,1.40818432276,3,0.0137502189469
173,-0.112811786427,-5720.0,-8020.0,0.0238719611944,-0.0109284734073,949.561302216,-0.0348004346016,0.00939570471512,4.37191682725,-752.018384476,-6970.0,1.47520154617,3,0.00679056989242
174,0.804085740802,-4957.5,-8020.0,0.0,-0.0112178269857,1443.67634492,-0.0112178269857,0.0101514101316,4.71281547984,-829.972846455,-6999.16666667,1.55028549586,3,0.0101514101316
175,0.705182900962,-5245.0,-8020.0,0.0,-0.00792361377671,1154.23811452,-0.00792361377671,0.00666920277689,4.55876226325,-839.783229209,-6788.75,1.51705115318,3,0.00666920277689
176,-0.0629344072983,2111.25,-4263.75,0.0,-0.000181482976356,2681.37383164,-0.000181482976356,0.011187832552,3.90718698461,34.0736022628,-620.0,1.3628176738,3,0.011187832552
177,-0.18921530628,-3470.0,-8020.0,0.0,-0.00708480969122,2144.8905696,-0.00708480969122,0.0147706953924,3.89827797793,-792.83976756,-6503.33333333,1.36053491151,3,0.0147706953924
178,-0.0124408202594,5855.0,-8020.0,0.00038025283008,-0.00937588741722,6540.73772598,-0.0097561402473,0.00892509005877,4.12651068558,-71.0571744161,-3395.0,1.41743217955,3,0.0064824811155
179,0.679414280496,-5776.25,-8020.0,0.0,-0.0119043725507,921.629557722,-0.0119043725507,0.0121307358601,4.61285355491,-763.691655132,-6970.0,1.5288466579,3,0.0121307358601
180,0.369414837819,-3101.25,-8020.0,0.0059264919408,-0.00375460093441,2028.51418325,-0.00968109287521,0.00966752513389,4.41816124458,-705.126756227,-5763.75,1.48572360152,3,0.00894812687677
181,0.287647130285,855.0,-8020.0,0.0,-0.0124236160172,3737.27122117,-0.0124236160172,0.0151099553991,4.14957906799,-321.423134887,-4230.41666667,1.4230068997,3,0.0151099553991
182,0.0893102522242,-7382.5,-8020.0,0.0,-0.0202460884145,300.520382004,-0.0202460884145,0.0110549599883,4.70281679882,-903.562635793,-7807.5,1.54816164809,3,0.0110549599883
183,0.990941107971,-8020.0,-8020.0,0.00823513819061,0.00642962401328,0.0,-0.00180551417733,0.00955455966072,4.60318823392,-910.247233625,-8020.0,1.52674915775,3,0.00845251346872
184,0.994385311785,-8020.0,-8020.0,0.00585945106099,-0.00671885127475,0.0,-0.0125783023357,0.00967280876726,4.90458182576,-910.247233625,-8020.0,1.5901698347,3,0.00903726703543
185,0.691539745927,-5713.75,-8020.0,0.0136698724705,-0.00269402735416,980.172355875,-0.0163638998246,0.00987942968157,4.55716433809,-832.850053591,-6674.16666667,1.51670057441,3,0.00926237721966
186,0.388848472862,-2957.5,-6226.25,0.0,-0.0114522257933,1404.35520495,-0.0114522257933,0.0132090337521,4.10847927096,-542.871007653,-4901.25,1.41305295297,3,0.0132090337521
187,0.842949578438,-8020.0,-8020.0,4.97441006831e-05,0.000139678642461,0.0,8.99345417775e-05,0.00833549432989,4.16886716362,-910.247233625,-8020.0,1.4276443355,3,0.00509140061281
188,0.76592256363,-5851.25,-8020.0,0.0,0.00538599588656,885.830785509,0.00538599588656,0.0129599066383,4.35274032976,-782.932215336,-6915.83333333,1.47080560762,3,0.0129599066383
189,0.545344216282,-3188.75,-8020.0,0.0,0.00406822924094,2182.9377027,0.00406822924094,0.00991004054586,4.86431077893,-547.750877051,-6265.83333333,1.58192503632,3,0.00991004054586
190,0.954410266487,-7457.5,-8020.0,0.00812930546591,-0.00231873996014,265.165042945,-0.010448045426,0.00952447798917,5.0924389272,-904.746993569,-7832.5,1.62775687635,3,0.00788926333563
191,0.321104624683,-1120.0,-8020.0,0.0188485657494,-0.00898550469894,3252.69119346,-0.0278340704484,0.00862488078658,4.24638653284,-668.908309346,-5720.0,1.44606839372,3,0.00558352995725
192,0.836877695222,-8020.0,-8020.0,0.0106821046414,-0.0112968166249,0.0,-0.0219789212663,0.00862761654987,4.86096978422,-910.247233625,-8020.0,1.58123796209,3,0.00669296877713
193,0.929692388188,-7951.25,-8020.0,0.0,0.0210345905147,32.4090608044,0.0210345905147,0.0142834980204,4.08872682918,-909.810076626,-7997.08333333,1.40823363289,3,0.0142834980204
194,0.00532077455233,-1207.5,-8020.0,0.0,-0.000207871706258,2781.21644799,-0.000207871706258,0.0110780217295,4.07468706845,-650.480936624,-4622.08333333,1.40479395073,3,0.0110780217295
195,0.54615657675,-8020.0,-8020.0,0.0,-0.0017912569848,0.0,-0.0017912569848,0.0156813671111,4.03752802585,-910.247233625,-8020.0,1.39563262991,3,0.0156813671111
196,0.438172586885,-5326.25,-8020.0,0.0,-0.0395993708099,1259.6605859,-0.0395993708099,0.0367063521673,4.70911504329,-849.207329277,-6238.75,1.54950000148,3,0.0367063521673
197,0.734406711236,-8020.0,-8020.0,0.0,-0.000312827244933,0.0,-0.000312827244933,0.0102520027804,3.93426905204,-910.247233625,-8020.0,1.3697251091,3,0.0102520027804
198,-0.101987315098,-45.0,-8020.0,0.0,-0.0114029669693,3759.45105331,-0.0114029669693,0.0236536683648,4.71776716476,-555.458476768,-5361.66666667,1.55133562936,3,0.0236536683648
199,0.661188066042,-8020.0,-8020.0,0.0,-0.0137457646528,0.0,-0.0137457646528,0.0106086445412,4.02385733608,-910.247233625,-8020.0,1.39224097891,3,0.0106086445412
200,0.90091887696,-8020.0,-8020.0,0.0,0.00892070338694,0.0,0.00892070338694,0.0197189257526,4.02237777055,-910.247233625,-8020.0,1.39187321298,3,0.0197189257526
201,-10.3598873581,-3426.25,-8020.0,0.0,-0.0113986188479,1882.76401793,-0.0113986188479,0.0121609810084,4.2610421321,-574.212676594,-5605.41666667,1.44951376231,3,0.0121609810084
202,0.858701151129,-8020.0,-8020.0,0.00693504665561,0.00416441583512,0.0,-0.00277063082049,0.00960143243726,4.99684412103,-910.247233625,-8020.0,1.60880653736,3,0.0076542997356
203,0.984173782594,-8020.0,-8020.0,0.0,0.000121936552273,0.0,0.000121936552273,0.0116387123804,3.97666353453,-910.247233625,-8020.0,1.38044315981,3,0.0116387123804
204,0.274609403865,-2901.25,-8020.0,0.0,-0.000339889079212,2413.0018908,-0.000339889079212,0.0161699233407,4.10931447757,-745.363205743,-6313.75,1.41325622082,3,0.0161699233407
205,0.552565215601,1961.25,-8020.0,0.0,0.0191432851303,4164.35248235,0.0191432851303,0.0193634999747,4.33618140811,-138.509726465,-2422.08333333,1.46699410093,3,0.0193634999747
206,0.37076461601,-8020.0,-8020.0,0.0,-0.000989497376992,0.0,-0.000989497376992,0.0146874924016,3.83284445335,-910.247233625,-8020.0,1.34360720466,3,0.0146874924016
207,0.400404534063,-3745.0,-8020.0,0.0225062063988,-0.0105281608134,2015.25432638,-0.0330343672122,0.00992693058984,3.79748051533,-791.01462678,-6595.0,1.33433782455,3,0.00714732343247
208,0.777230546731,-8020.0,-8020.0,0.0,0.0148552716616,0.0,0.0148552716616,0.0142694577433,3.80977470266,-910.247233625,-8020.0,1.33757005423,3,0.0142694577433
209,0.994406235878,-8020.0,-8020.0,0.0,-0.00631891720654,0.0,-0.00631891720654,0.0151807003848,3.702347357,-910.247233625,-8020.0,1.3089670393,3,0.0151807003848
210,0.547270193004,-5757.5,-8020.0,0.0,-0.0545379396092,951.821171054,-0.0545379396092,0.0343373115472,4.34272305727,-816.199384743,-6726.25,1.46850158391,3,0.0343373115472
211,-0.113402749069,-2188.75,-8020.0,0.0,-0.00624516194013,2748.87761186,-0.00624516194013,0.0112476318388,3.86976264561,-825.278155221,-6076.25,1.35319317328,3,0.0112476318388
212,0.670923791669,-7551.25,-8020.0,0.0,0.00513730023101,220.970869121,0.00513730023101,0.0103894586415,3.82099934956,-906.040045788,-7863.75,1.34051199824,3,0.0103894586415
213,0.991465720804,-8020.0,-8020.0,0.0,0.00870324587975,0.0,0.00870324587975,0.01272098231,3.69977341986,-910.247233625,-8020.0,1.3082715799,3,0.01272098231
214,-0.339346107018,367.5,-8020.0,0.0,-0.0226880001461,3536.42136088,-0.0226880001461,0.0120274870009,3.8373077505,-514.494071658,-4451.25,1.34477101407,3,0.0120274870009
215,0.0929324089561,-8020.0,-8020.0,0.0,0.00570167549259,0.0,0.00570167549259,0.0116298233756,3.76845563334,-910.247233625,-8020.0,1.3266652712,3,0.0116298233756
216,-0.0513375046353,-5520.0,-8020.0,0.0,0.00658808656913,1075.39156305,0.00658808656913,0.0111094440669,4.18469919434,-701.725151738,-7009.58333333,1.43143482426,3,0.0111094440669
217,0.965078165283,-8020.0,-8020.0,0.0,0.00207974878527,0.0,0.00207974878527,0.010905556538,3.66391100916,-910.247233625,-8020.0,1.29853115862,3,0.010905556538
218,0.160857189361,-945.0,-8020.0,0.0,0.00111904671135,3095.62863837,0.00111904671135,0.0188153380889,4.21982364477,-581.082343986,-5270.0,1.43979333684,3,0.0188153380889
219,0.794065078223,-8020.0,-8020.0,0.0,-0.00999420789888,0.0,-0.00999420789888,0.0152661437785,3.81360458458,-910.247233625,-8020.0,1.33857482707,3,0.0152661437785
220,0.993607619366,-8020.0,-8020.0,0.0,0.00981546753695,0.0,0.00981546753695,0.0133237692823,3.52630579146,-910.247233625,-8020.0,1.26025080496,3,0.0133237692823
221,0.994250014191,-8020.0,-8020.0,0.0,0.00358633779833,0.0,0.00358633779833,0.0141268340661,3.57446110608,-910.247233625,-8020.0,1.27381442523,3,0.0141268340661
222,0.705600033948,-6245.0,-8020.0,0.0,0.0066640031162,730.748284675,0.0066640031162,0.0127259193958,4.05721353239,-841.500185082,-7199.16666667,1.40049641592,3,0.0127259193958
223,0.970357366047,-8020.0,-8020.0,0.00265172267889,-0.000662268969084,0.0,-0.00331399164797,0.00881875763255,4.02129358255,-910.247233625,-8020.0,1.39160363757,3,0.00701166717746
224,0.992459265489,-8020.0,-8020.0,0.0,-0.00998847967497,0.0,-0.00998847967497,0.0117222629698,3.62294055294,-910.247233625,-8020.0,1.28728600354,3,0.0117222629698
225,0.993575309291,-8020.0,-8020.0,0.0,0.0107314033541,0.0,0.0107314033541,0.0150692578713,3.69070216923,-910.247233625,-8020.0,1.30581672971,3,0.0150692578713
226,0.266361308535,-863.75,-8020.0,0.00151523204548,-0.013859560318,3373.48860191,-0.0153747923635,0.00858849545975,3.74697325138,-606.806103227,-5634.58333333,1.32094838111,3,0.00643692120504
227,0.185996791926,-8020.0,-8020.0,0.0,0.00410458457832,0.0,0.00410458457832,0.0180085196522,3.93675921699,-910.247233625,-8020.0,1.37035785109,3,0.0180085196522
228,0.994480963549,-8020.0,-8020.0,0.0,0.00666430387074,0.0,0.00666430387074,0.0132453263882,3.83131432226,-910.247233625,-8020.0,1.34320790941,3,0.0132453263882
229,0.992639999512,-8020.0,-8020.0,0.0,0.00565280562064,0.0,0.00565280562064,0.0120964431536,3.70796735407,-910.247233625,-8020.0,1.31048384348,3,0.0120964431536
230,0.293705268552,473.75,-8020.0,0.0,-0.00213025171681,3467.98727851,-0.00213025171681,0.0251282649177,4.14304842891,-610.469072457,-3811.66666667,1.42143185236,3,0.0251282649177
231,0.0382056118264,10705.0,-8020.0,0.0,-0.0327207917095,8827.04965181,-0.0327207917095,0.0256647454328,3.85048402868,95.634295745,-1778.33333333,1.34819886213,3,0.0256647454328
232,-2.12930890417,-8020.0,-8020.0,0.0,0.032150251371,0.0,0.032150251371,0.0356663176641,4.05636564888,-910.247233625,-8020.0,1.40028741234,3,0.0356663176641
233,-0.0250960460929,2536.25,-8020.0,0.0,-0.00236843580421,4323.45327995,-0.00236843580421,0.019908745403,4.23382073379,-174.625146965,-2986.66666667,1.44310483214,3,0.019908745403
234,0.663882552189,-8020.0,-8020.0,0.0,-0.00851905652887,0.0,-0.00851905652887,0.0126305060331,3.86632762029,-910.247233625,-8020.0,1.35230512119,3,0.0126305060331
235,0.683432332344,-5695.0,-8020.0,0.0,0.0050013009626,1096.01551084,0.0050013009626,0.0324812423642,4.03784550028,-890.487180055,-7245.0,1.39571125771,3,0.0324812423642
236,0.416281108293,-8020.0,-8020.0,0.0,0.00920088083121,0.0,0.00920088083121,0.00929806710129,3.80198243724,-910.247233625,-8020.0,1.33552262471,3,0.00929806710129
237,0.800572473735,-6251.25,-8020.0,0.0,-0.00412654372172,833.796746149,-0.00412654372172,0.0146125453578,3.88025187773,-892.131218976,-7430.41666667,1.35590006847,3,0.0146125453578
238,-0.342941130814,-4726.25,-6482.5,0.0,0.00319580554538,802.702682954,0.00319580554538,0.0244210705229,4.59314533124,-772.858761633,-5349.16666667,1.52456504674,3,0.0244210705229
239,0.413674978273,-2863.75,-8020.0,0.0,-0.00580262788139,2430.67956033,-0.00580262788139,0.0232414967651,3.97560379872,-810.827565148,-6301.25,1.38017663562,3,0.0232414967651
240,0.579660671233,-4026.25,-8020.0,0.0,-8.79612511955e-05,1882.67180491,-8.79612511955e-05,0.0122327126672,3.8093650635,-732.17222414,-6688.75,1.33746252525,3,0.0122327126672
241,0.845545487108,-8020.0,-8020.0,0.0,0.00819154065662,0.0,0.00819154065662,0.0113540512272,3.81923379997,-910.247233625,-8020.0,1.34004982658,3,0.0113540512272
242,0.994045854066,-8020.0,-8020.0,0.0,0.00779450230714,0.0,0.00779450230714,0.0128311992973,3.79436678245,-910.247233625,-8020.0,1.33351754118,3,0.0128311992973
243,0.248233911648,-3026.25,-8020.0,0.0,-0.001082683931,2102.51791841,-0.001082683931,0.0141212622976,3.90108971199,-746.859372154,-5886.66666667,1.36125592744,3,0.0141212622976
244,0.648271141783,-8020.0,-8020.0,0.0,-0.0173264022757,0.0,-0.0173264022757,0.0117762457875,3.67117642589,-910.247233625,-8020.0,1.30051216271,3,0.0117762457875
245,0.994160900659,-8020.0,-8020.0,0.0,0.0035393103066,0.0,0.0035393103066,0.0109320748289,3.77823298755,-910.247233625,-8020.0,1.32925643673,3,0.0109320748289
246,-0.0574561954078,6761.25,-8020.0,0.00777229618978,-0.0076669374496,6077.61503502,-0.0154392336394,0.00994730755038,4.33331647633,92.5055110277,-117.916666667,1.46633317871,3,0.00956552895526
247,-0.462769236417,-8020.0,-8020.0,0.0,0.00176467738662,0.0,0.00176467738662,0.0126241756979,3.71625289147,-910.247233625,-8020.0,1.31271587339,3,0.0126241756979
248,0.98947759188,-8020.0,-8020.0,0.0,0.00869497541728,0.0,0.00869497541728,0.0109058612435,3.95920590771,-910.247233625,-8020.0,1.3760434768,3,0.0109058612435
249,0.994113191011,-8020.0,-8020.0,0.0,0.000699617374689,0.0,0.000699617374689,0.0124557617901,3.6458252705,-910.247233625,-8020.0,1.29358275149,3,0.0124557617901
250,0.211819126866,755.0,-8020.0,0.0,-0.0163117783554,4136.57466994,-0.0163117783554,0.0112008597184,3.81453091932,-658.065353034,-5095.0,1.33881770025,3,0.0112008597184
251,0.271362172695,8780.0,-8020.0,0.0,-0.00226527278353,7370.44586319,-0.00226527278353,0.0147806593984,4.09104334821,362.656541525,-1528.33333333,1.40880003489,3,0.0147806593984
252,0.572884114156,-8020.0,-8020.0,0.0,-0.0120671523424,0.0,-0.0120671523424,0.0122122604217,3.85216745161,-910.247233625,-8020.0,1.34863596433,3,0.0122122604217
253,0.959076540508,-8020.0,-8020.0,0.0,0.0110823444239,0.0,0.0110823444239,0.0141742454114,3.930240121,-910.247233625,-8020.0,1.36870052351,3,0.0141742454114
254,0.34733045915,-5170.0,-8020.0,0.0,-0.0161956061768,1163.80974605,-0.0161956061768,0.0135343132632,4.27107934399,-861.217465693,-6576.25,1.45186656907,3,0.0135343132632
255,0.143086808394,7998.75,-8020.0,0.0,-0.00715213115217,7551.31116742,-0.00715213115217,0.0106269002765,4.03906728026,184.698615399,-2680.41666667,1.3960137941,3,0.0106269002765
256,-0.321527646982,7805.0,-8020.0,0.0,-0.0261134900079,6821.32901375,-0.0261134900079,0.0251339540419,4.1137417795,15.9660617565,-1655.41666667,1.41433302298,3,0.0251339540419
257,-0.815565377745,-2001.25,-8020.0,0.0,-0.000361123527459,2837.26595951,-0.000361123527459,0.0106280791503,3.96654093689,-691.372995658,-6013.75,1.37789441436,3,0.0106280791503
258,0.727322144685,-8020.0,-8020.0,0.0,-0.0102170636807,0.0,-0.0102170636807,0.011385046757,3.86559253858,-910.247233625,-8020.0,1.35211497911,3,0.011385046757
259,0.994170479535,-8020.0,-8020.0,0.0152582514319,-0.00270550735248,0.0,-0.0179637587844,0.00898806418522,4.10477079045,-910.247233625,-8020.0,1.41214990467,3,0.0063543702898
260,0.781943459592,-8020.0,-8020.0,0.0,-5.02083548603e-06,0.0,-5.02083548603e-06,0.0136092509119,3.85177114367,-910.247233625,-8020.0,1.34853307983,3,0.0136092509119
261,0.204332052773,2742.5,-8020.0,0.0,-0.0196125845469,5073.49115501,-0.0196125845469,0.0416974855583,4.31474729056,-218.238388657,-4432.5,1.46203875748,3,0.0416974855583
262,-1.08792781779,-2357.5,-8020.0,0.0,0.0161921519579,2318.68167764,0.0161921519579,0.0201900025051,3.98967878346,-746.461353622,-5315.83333333,1.38371072226,3,0.0201900025051
263,0.884227734368,-8020.0,-8020.0,0.0,0.00921499461572,0.0,0.00921499461572,0.0134283421144,3.62634593304,-910.247233625,-8020.0,1.28822551127,3,0.0134283421144
264,-8.43793965003,-6470.0,-8020.0,0.0,-0.0282533360457,730.677007226,-0.0282533360457,0.0162827918719,4.09563738406,-895.687474998,-7503.33333333,1.40992235454,3,0.0162827918719
265,0.983521761973,-8020.0,-8020.0,0.0,-0.00920703654476,0.0,-0.00920703654476,0.0108461571012,3.84628246061,-910.247233625,-8020.0,1.34710708717,3,0.0108461571012
266,0.994320836324,-8020.0,-8020.0,0.0,0.00811157882958,0.0,0.00811157882958,0.0136715511888,3.7966254999,-910.247233625,-8020.0,1.33411264586,3,0.0136715511888
267,0.935510275561,-7026.25,-8020.0,0.0,-0.00857295491566,468.458242536,-0.00857295491566,0.0131097013339,3.94816952303,-895.501029616,-7688.75,1.37325205961,3,0.0131097013339
268,0.963369191921,-8020.0,-8020.0,0.0,-0.0135837135678,0.0,-0.0135837135678,0.014001581676,4.21584999638,-910.247233625,-8020.0,1.438851231,3,0.014001581676
269,0.532386951696,-3088.75,-8020.0,0.0,9.29906075271e-05,2324.61354315,9.29906075271e-05,0.011261090176,4.01384322397,-523.223037597,-6376.25,1.38974919231,3,0.011261090176
270,0.80841385851,-8020.0,-8020.0,0.0,-0.0129781001817,0.0,-0.0129781001817,0.0137616494412,3.86525574487,-910.247233625,-8020.0,1.35202784929,3,0.0137616494412
271,0.985753296702,-8020.0,-8020.0,0.0,-0.000464965391136,0.0,-0.000464965391136,0.0130649864154,3.80945809003,-910.247233625,-8020.0,1.33748694544,3,0.0130649864154
272,0.994190854007,-8020.0,-8020.0,0.0,0.00701783478364,0.0,0.00701783478364,0.015083983958,4.00058400499,-910.247233625,-8020.0,1.38644035171,3,0.015083983958
273,0.735326406358,-5645.0,-8020.0,0.0,0.000554980940241,1119.58573688,0.000554980940241,0.019819386644,4.11162737884,-888.751029398,-7228.33333333,1.41381890606,3,0.019819386644
274,0.149373928859,2548.75,-8020.0,0.0,-0.0218574730171,4982.15652911,-0.0218574730171,0.0297621622261,4.10801429967,-367.436294462,-4497.08333333,1.41293977299,3,0.0297621622261
275,-0.599765561708,-4951.25,-8020.0,0.0,-0.00657813437328,1446.62262318,-0.00657813437328,0.0127470157967,3.94194063237,-860.227204426,-6997.08333333,1.37167314833,3,0.0127470157967
276,0.9868025024,-8020.0,-8020.0,0.0,-0.0136776691128,0.0,-0.0136776691128,0.0136180092336,3.6266922106,-910.247233625,-8020.0,1.2883209961,3,0.0136180092336
277,0.994148953534,-8020.0,-8020.0,0.0,-0.00613385409327,0.0,-0.00613385409327,0.0127215195074,3.79362603172,-910.247233625,-8020.0,1.33332229831,3,0.0127215195074
278,0.308115515662,-5032.5,-8020.0,0.0,0.000554897228823,1219.69870483,0.000554897228823,0.029623320769,4.05019730955,-829.85190417,-6534.58333333,1.39876559834,3,0.029623320769
279,0.326218352501,967.5,-8020.0,0.0,-0.0161031323615,4236.74813061,-0.0161031323615,0.0113508708328,4.05392046486,-365.162055999,-5024.16666667,1.39968442891,3,0.0113508708328
280,0.229032735986,-8020.0,-8020.0,0.0,-0.00421418088995,0.0,-0.00421418088995,0.0128615122388,3.91101039466,-910.247233625,-8020.0,1.36379575357,3,0.0128615122388
281,0.993473052639,-8020.0,-8020.0,0.0,0.00393734972341,0.0,0.00393734972341,0.011988489824,3.703541293,-910.247233625,-8020.0,1.30928946813,3,0.011988489824
282,0.967569902308,-8020.0,-8020.0,0.0,0.00256560077988,0.0,0.00256560077988,0.0146397672855,3.89824574557,-910.247233625,-8020.0,1.36052664311,3,0.0146397672855
283,-0.0576252628262,12355.0,-8020.0,0.0,-0.00535020153295,8495.94930034,-0.00535020153295,0.011743755206,4.24580655435,239.684087431,944.583333333,1.44593180274,3,0.011743755206
