-1.000000 1501082404.439857 0.000000 0.346920 -0.221806 -0.000000 1.000000 0.000000 90.000000
-1.000000 1501082404.627379 -0.000885 0.346918 -0.221805 -0.000615 1.000000 0.000610 90.175768
-1.000000 1501082404.828075 -0.001390 0.346920 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082405.028765 -0.001390 0.346921 -0.221804 0.002297 0.999995 -0.002297 90.176049
-1.000000 1501082405.233822 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082405.434482 0.000000 0.346920 -0.221806 0.000767 0.999999 -0.000767 90.000034
-1.000000 1501082405.635804 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082405.836868 0.000000 0.346920 -0.221806 0.001534 0.999998 -0.001534 90.000135
-1.000000 1501082406.037487 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082406.238171 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082406.438963 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082406.641656 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082406.842261 0.000000 0.346920 -0.221806 0.000767 0.999999 -0.000767 90.000034
-1.000000 1501082407.042886 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082407.246428 0.000000 0.346920 -0.221806 0.002301 0.999995 -0.002301 90.000303
-1.000000 1501082407.447167 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082407.647670 -0.001390 0.346921 -0.221804 0.002297 0.999995 -0.002297 90.176049
-1.000000 1501082407.850733 -0.001699 0.346922 -0.221804 0.001531 0.999998 -0.001531 90.175881
-1.000000 1501082408.052932 -0.001987 0.346923 -0.221803 0.002296 0.999995 -0.002295 90.263922
-1.000000 1501082408.257406 -0.001390 0.346920 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082408.458297 -0.000597 0.348024 -0.221805 0.003065 0.999994 -0.001531 90.088412
-1.000000 1501082408.661413 -0.001699 0.348024 -0.221803 0.002297 0.999997 -0.000766 90.176050
-1.000000 1501082408.865811 0.000000 0.346920 -0.221806 0.000767 0.999999 -0.000767 90.000034
-1.000000 1501082409.073173 -0.001699 0.346921 -0.221804 0.001530 0.999998 -0.001533 90.175881
-1.000000 1501082409.273493 -0.001987 0.346921 -0.221803 0.000766 0.999999 -0.000764 90.263654
-1.000000 1501082409.477703 -0.001102 0.346920 -0.221805 -0.000613 1.000000 0.000613 90.087895
-1.000000 1501082409.678660 -0.000597 0.346921 -0.221806 0.001533 0.999998 -0.001533 90.088008
-1.000000 1501082409.879220 -0.001390 0.346920 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082410.081652 -0.001102 0.348022 -0.221804 0.002298 0.999997 -0.000768 90.088176
-1.000000 1501082410.283406 -0.001699 0.346920 -0.221804 -0.000000 1.000000 0.000000 90.175747
-1.000000 1501082410.484016 -0.001390 0.346921 -0.221804 0.001531 0.999998 -0.001531 90.175881
-1.000000 1501082410.684578 0.000000 0.346920 -0.221806 0.002301 0.999995 -0.002301 90.000303
-1.000000 1501082410.886095 0.000000 0.346920 -0.221806 -0.000000 1.000000 0.000000 90.000000
-1.000000 1501082411.086074 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082411.286680 -0.000584 0.346920 -0.221805 -0.000000 1.000000 0.000000 89.929701
-1.000000 1501082411.487280 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082411.688037 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082411.888786 -0.001390 0.346920 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082412.093856 0.000000 0.346920 -0.221806 -0.000000 1.000000 0.000000 90.000000
-1.000000 1501082412.297266 0.000000 0.346920 -0.221806 0.001534 0.999998 -0.001534 90.000135
-1.000000 1501082412.500636 0.000000 0.346920 -0.221806 0.000767 0.999999 -0.000767 90.000034
-1.000000 1501082412.702868 -0.000288 0.346921 -0.221806 0.002301 0.999995 -0.002297 90.088176
-1.000000 1501082412.903403 0.000000 0.346920 -0.221806 0.001534 0.999998 -0.001534 90.000135
-1.000000 1501082413.105235 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082413.306045 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082413.509109 0.000000 0.346920 -0.221806 0.001534 0.999998 -0.001534 90.000135
-1.000000 1501082413.712121 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082413.917493 0.000000 0.351328 -0.221792 0.005368 0.999985 0.000767 90.001651
-1.000000 1501082414.120245 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082414.318407 -0.001699 0.346920 -0.221804 0.000764 0.999999 -0.000767 90.175781
-1.000000 1501082414.518999 -0.001699 0.346921 -0.221804 0.001530 0.999998 -0.001533 90.175881
-1.000000 1501082414.719761 -0.001390 0.346920 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082414.923095 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082415.127354 -0.001102 0.346920 -0.221805 -0.000613 1.000000 0.000613 90.087895
-1.000000 1501082415.325348 -0.001699 0.346921 -0.221804 0.001530 0.999998 -0.001533 90.175881
-1.000000 1501082415.533607 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
-1.000000 1501082415.730838 -0.001102 0.346920 -0.221805 -0.000000 1.000000 0.000000 90.087873
-1.000000 1501082415.932070 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082416.135203 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082416.333572 -0.001390 0.346921 -0.221804 0.001531 0.999998 -0.001531 90.175881
-1.000000 1501082416.538968 -0.000597 0.346923 -0.221806 0.003066 0.999991 -0.003064 90.088412
-1.000000 1501082416.738646 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082416.939597 -0.001102 0.343834 -0.221799 0.000150 0.999990 -0.004445 90.087874
-1.000000 1501082417.146511 -0.001102 0.350226 -0.221798 0.005363 0.999985 -0.000770 90.089523
-1.000000 1501082417.346763 -0.001699 0.346921 -0.221804 0.000766 0.999999 -0.000766 90.175781
-1.000000 1501082417.549856 -0.001102 0.346920 -0.221805 0.003063 0.999991 -0.003067 90.088412
-1.000000 1501082417.751083 -0.000885 0.346923 -0.221805 0.001534 0.999998 -0.001529 90.175881
-1.000000 1501082417.951849 -0.001102 0.346920 -0.221805 0.001531 0.999998 -0.001534 90.088008
-1.000000 1501082418.152531 -0.001390 0.346921 -0.221804 0.001531 0.999998 -0.001531 90.175881
-1.000000 1501082418.356498 -0.001390 0.346920 -0.221804 -0.000000 1.000000 0.000000 90.175747
-1.000000 1501082418.560474 -0.001987 0.346921 -0.221803 0.000766 0.999999 -0.000764 90.263654
-1.000000 1501082418.762376 -0.001102 0.346920 -0.221805 0.000766 0.999999 -0.000767 90.087907
