-1.000000 1501075006.922349 0.000000
-1.000000 1501075007.071562 0.000000
-1.000000 1501075007.234223 0.000000
-1.000000 1501075007.393454 0.000000
-1.000000 1501075007.553564 0.000000
-1.000000 1501075007.716429 0.000000
-1.000000 1501075007.883233 0.000000
-1.000000 1501075008.038939 0.000000
-1.000000 1501075008.198900 0.000000
-1.000000 1501075008.359651 0.000000
-1.000000 1501075008.529976 0.000000
-1.000000 1501075008.682721 0.000000
-1.000000 1501075008.849400 0.000000
-1.000000 1501075009.014526 0.000000
-1.000000 1501075009.167547 0.000000
-1.000000 1501075009.330755 0.000000
-1.000000 1501075009.485948 0.000000
-1.000000 1501075009.649500 0.000000
-1.000000 1501075009.811115 0.000000
-1.000000 1501075009.967674 0.000000
-1.000000 1501075010.133050 0.000000
-1.000000 1501075010.298900 0.000000
-1.000000 1501075010.464507 0.000000
-1.000000 1501075010.629660 0.000000
-1.000000 1501075010.787401 0.000000
-1.000000 1501075010.946710 0.000000
-1.000000 1501075011.113588 0.000000
-1.000000 1501075011.269804 0.000000
-1.000000 1501075011.430713 0.000000
-1.000000 1501075011.590400 0.000000
-1.000000 1501075011.755026 0.000000
-1.000000 1501075011.913221 0.000000
-1.000000 1501075012.077054 0.000000
-1.000000 1501075012.240762 0.000000
-1.000000 1501075012.404935 0.000000
-1.000000 1501075012.565635 0.000000
-1.000000 1501075012.725675 0.000000
-1.000000 1501075012.890553 0.000000
-1.000000 1501075013.044655 0.000000
-1.000000 1501075013.206905 0.000000
-1.000000 1501075013.372053 0.000000
-1.000000 1501075013.531076 0.000000
-1.000000 1501075013.692722 0.000000
-1.000000 1501075013.853637 0.000000
-1.000000 1501075014.016982 0.000000
-1.000000 1501075014.172289 0.000000
-1.000000 1501075014.334886 0.000000
-1.000000 1501075014.493890 0.000000
-1.000000 1501075014.655763 0.000000
-1.000000 1501075014.817998 0.000000
-1.000000 1501075014.984766 0.000000
-1.000000 1501075015.140113 0.000000
-1.000000 1501075015.300200 0.000000
-1.000000 1501075015.467045 0.000000
-1.000000 1501075015.636799 0.000000
-1.000000 1501075015.789125 0.000000
-1.000000 1501075015.957575 0.000000
-1.000000 1501075016.113949 0.000000
-1.000000 1501075016.279744 0.000000
-1.000000 1501075016.436622 0.000000
-1.000000 1501075016.597170 0.000000
-1.000000 1501075016.761879 0.000000
-1.000000 1501075016.921210 0.000000
-1.000000 1501075017.082142 0.000000
-1.000000 1501075017.245458 0.000000
-1.000000 1501075017.410669 0.000000
-1.000000 1501075017.574244 0.000000
-1.000000 1501075017.736649 0.000000
-1.000000 1501075017.891602 0.000000
-1.000000 1501075018.056110 0.000000
-1.000000 1501075018.214943 0.000000
-1.000000 1501075018.376011 0.000000
-1.000000 1501075018.538616 0.000000
-1.000000 1501075018.696336 0.000000
-1.000000 1501075018.857065 0.000000
-1.000000 1501075019.023408 0.000000
-1.000000 1501075019.185473 0.000000
-1.000000 1501075019.342628 0.000000
-1.000000 1501075019.505282 0.000000
-1.000000 1501075019.667834 0.000000
-1.000000 1501075019.824858 0.000000
-1.000000 1501075019.992664 0.000000
-1.000000 1501075020.149781 0.000000
-1.000000 1501075020.310743 0.000000
-1.000000 1501075020.471342 0.000000
-1.000000 1501075020.636373 0.000000
-1.000000 1501075020.792058 0.000000
