AverageReturn,MaxReturn,LossAfter,MeanKLBefore,Entropy,ExplainedVariance,Perplexity,AverageDiscountedReturn,Iteration,MeanKL,NumTrajs,MinReturn,LossBefore,dLoss,StdReturn
12761.875,23412.5,-0.00160930651427,-1.32061650666e-17,1.16280107411,0.440719660407,3.19888104145,2075.61607462,141,0.00960951698898,10,9012.5,-5.33839639161e-16,0.00160930651426,3653.62026155
17003.125,29737.5,-0.0025469290102,-1.85883393186e-17,1.13251244505,0.344333092616,3.10344394564,2815.73772502,142,0.00900612134866,10,11781.25,-2.95630186997e-16,0.0025469290102,6406.60928871
13137.5,20731.25,-0.00334337878136,1.96108276117e-16,1.11113411705,0.478549167627,3.03780166421,2184.3115611,143,0.00890731052875,10,6000.0,7.60724816473e-17,0.00334337878136,3566.25021907
16141.875,29987.5,-0.00322227192773,6.23233868381e-17,1.05440080365,0.371328342416,2.87025479234,2693.98203055,144,0.00647083050549,10,11806.25,8.45545855555e-17,0.00322227192773,5870.15228854
16961.25,27031.25,-0.0012933150102,1.64165503498e-16,1.10409600311,0.375940102707,3.01649633256,2784.11549539,145,0.00784687894017,10,5918.75,1.99951166735e-16,0.00129331501021,6243.00909017
18156.875,32731.25,-0.00291164452138,3.11911746858e-17,1.12232709934,0.319548197591,3.07199472862,2982.56844124,146,0.00660030319123,10,11793.75,-1.70707892266e-16,0.00291164452138,7556.26625825
23035.625,32687.5,-0.00292720545254,-9.88346422333e-17,1.18090292789,0.416639111227,3.25731399514,3674.79986649,147,0.00970810102088,10,11843.75,-2.49844589462e-16,0.00292720545254,7474.06089941
19940.625,29781.25,-0.00283361750066,-1.14378224983e-16,1.12065119252,0.37922513795,3.06685066339,3275.6322204,148,0.00892442425129,10,11893.75,-1.30845334567e-15,0.00283361750066,7094.47917508
20315.0,35943.75,-0.00379064133134,-1.46507520875e-16,1.10876529325,0.273554044404,3.03061416362,3383.34333622,149,0.00732051281079,10,8981.25,-2.72265543444e-16,0.00379064133134,9483.79670807
19410.0,29462.5,-0.0025014342902,-8.20966119003e-17,1.16609211305,0.380867718556,3.20942602598,3229.16648168,150,0.00893395788323,10,11943.75,1.77796666279e-16,0.0025014342902,7056.21800258
21455.0,32450.0,-0.00344806152339,-1.89109482931e-16,1.13588604816,0.421000318374,3.11393141413,3541.76547412,151,0.00967879997028,10,11968.75,3.44335671087e-16,0.00344806152339,7139.53386083
18708.75,26906.25,-0.00502184939097,-2.08715790799e-16,1.12744774413,0.424222314151,3.08776566666,3047.57798527,152,0.00835619744165,10,11587.5,3.47627482356e-16,0.00502184939097,6172.32178763
20251.25,26950.0,-0.0050834249258,1.11948007927e-16,1.10462993408,0.512903031322,3.01810736344,3335.16053223,153,0.00754804897835,10,11856.25,6.60094201521e-16,0.0050834249258,5565.67311181
22380.0,35387.5,-0.00192019553046,1.87753497416e-17,1.15841377002,0.336551140815,3.18487731935,3711.48113174,154,0.00999398123583,10,8925.0,-4.89908114076e-16,0.00192019553046,8905.07834398
20718.125,35693.75,-0.00196257057324,-1.16968367496e-16,1.12647745076,0.302442143619,3.08477108114,3332.42231557,155,0.00779651365883,10,8943.75,1.63598301572e-16,0.00196257057324,8943.1754052
18718.125,29568.75,-0.00354825917443,1.18987303146e-16,1.16049172566,0.44213306545,3.19150223387,3053.10356256,156,0.00971577868927,10,11800.0,5.67301067234e-16,0.00354825917443,5933.22638963
17840.625,23906.25,-0.00335366680832,0.0,1.16708691571,0.509588704783,3.21262036013,2918.43084944,157,0.00879724969451,10,11743.75,4.31876756579e-17,0.00335366680832,4999.52829806
17274.375,26518.75,-0.00226092096131,7.01595052107e-17,1.12276919342,0.42414977405,3.07335313956,2844.43971608,158,0.00737632928932,10,11775.0,4.64633886921e-16,0.00226092096131,5707.30032092
19631.875,26656.25,-0.00334052621557,5.24510390885e-17,1.18484788225,0.624308124843,3.27018932979,3215.32905338,159,0.00659288547887,10,11887.5,1.12665432539e-16,0.00334052621557,4214.72812921
17576.875,27043.75,-0.00345904437997,-9.04648829454e-17,1.21292418382,0.27800798655,3.36330520965,2897.26302624,160,0.00953233368964,10,5868.75,-1.22554744131e-16,0.00345904437997,8076.39212555
15494.375,29687.5,-0.00320331106767,2.30925269376e-17,1.1906763822,0.21217988998,3.28930528267,2556.27090305,161,0.00698476691313,10,6043.75,4.89330798104e-17,0.00320331106767,8386.86959721
14056.25,23943.75,-0.00360443085319,5.42461960119e-17,1.23914804865,0.404991981991,3.45267070392,2351.16432932,162,0.00972564118,10,5987.5,-5.17211273809e-16,0.00360443085319,4874.82371476
20581.875,32525.0,-0.000987677365108,-3.38366705882e-16,1.22313448462,0.375380977663,3.39782147841,3414.80781204,163,0.00646028719442,10,11975.0,4.16555678839e-17,0.000987677365108,6880.66212861
13206.25,20925.0,-0.000949750051163,2.35047572587e-16,1.2423046885,0.358922224614,3.46358676181,2239.90836721,164,0.00655678759428,10,9075.0,6.19504447741e-17,0.000949750051163,3585.99598264
14638.75,23962.5,-0.00156671208419,-6.92913047575e-17,1.25592036159,0.303564652918,3.5110683402,2439.15941809,165,0.00664374950742,10,6100.0,-1.0144107776e-16,0.00156671208419,6294.93769826
11059.375,20768.75,-0.00331020392503,0.0,1.298408071,0.286636499139,3.66346005482,1846.36303093,166,0.00961429457083,10,5956.25,-1.63802305053e-16,0.00331020392503,4595.32562264
11948.125,23868.75,-0.00342281915797,-3.20498933204e-17,1.24930379721,0.305004475198,3.48791381666,1990.87246553,167,0.00990597408648,10,5900.0,-1.18061116439e-16,0.00342281915797,5113.41224288
13183.125,21062.5,-0.00301644688281,-5.63614392868e-17,1.2396321689,0.374224681321,3.45434261642,2220.09162755,168,0.00967068464645,10,6056.25,-1.03850261723e-16,0.00301644688281,4844.85394678
12945.625,24050.0,-0.00387440799193,3.44733032012e-17,1.18078853438,0.267723980404,3.25694140087,2220.43121321,169,0.00945617397597,10,6050.0,1.9385604233e-16,0.00387440799193,6136.86545218
14415.0,21056.25,-0.0061852764098,0.0,1.16536824189,0.463821281507,3.20710365569,2449.15720575,170,0.00799254898791,10,9031.25,3.73678865628e-16,0.0061852764098,4379.10539523
17070.625,30025.0,-0.000418806960514,-1.18655100699e-16,1.22115586749,0.26000823813,3.39110513735,2870.02813003,171,0.00879165526216,10,6050.0,-5.0628390369e-16,0.000418806960513,8128.01917463
10496.25,23812.5,-0.00267019173103,0.0,1.18584251032,0.117676095264,3.27344357001,1776.81061515,172,0.00649235669332,10,5975.0,2.97672997362e-16,0.00267019173103,6042.97771695
18596.875,33131.25,-0.00418305503877,0.0,1.17893208694,0.281756566277,3.25090066923,3144.19192988,173,0.00996111588096,10,6025.0,4.92983431855e-16,0.00418305503877,7319.37564042
11385.0,20768.75,-0.00385843263032,6.74456150801e-17,1.18581640716,0.242845502815,3.27335812391,1918.55460646,174,0.00977488696995,10,6025.0,-8.81783535078e-16,0.00385843263032,3900.09835613
14385.0,23843.75,-0.0030476736123,-5.61434426414e-17,1.19295211898,0.448258049019,3.29679939979,2424.40076019,175,0.00656431816383,10,8950.0,2.11364259428e-16,0.0030476736123,4360.91858873
13450.625,23668.75,-0.0029812557652,7.55968153405e-17,1.19563862527,0.404346112834,3.30566817978,2246.11577624,176,0.0065210748921,10,9025.0,-4.03321820386e-16,0.0029812557652,4615.09450235
20168.75,26743.75,-0.00348599996671,2.54890757315e-17,1.21992280783,0.468705168167,3.38692627933,3273.48186243,177,0.00946922135762,10,11918.75,2.78665979181e-16,0.00348599996671,5387.59860699
14981.875,26931.25,-0.000521513215905,-2.62420743021e-16,1.15292794759,0.272609757114,3.16745348362,2523.42810409,178,0.00930710466771,10,9056.25,1.04027897407e-16,0.000521513215905,6341.31138473
12043.75,20925.0,-0.00205413632878,7.54191743409e-17,1.08054545669,0.457212655519,2.94628618435,2067.12081791,179,0.00697113863187,10,6081.25,-3.75510733619e-16,0.00205413632878,3514.63458271
14100.625,35943.75,-0.003213913775,-4.56510291511e-17,1.15454823303,0.212636937882,3.17258982243,2385.68115896,180,0.00671165070181,10,8981.25,-2.97983859809e-17,0.003213913775,7686.00211525
13171.875,24081.25,-0.00385035543094,1.01063819606e-16,1.21786589911,0.283393419917,3.37996684105,2214.22274277,181,0.00644346497918,10,6068.75,2.56866750092e-16,0.00385035543094,5943.71664686
13515.0,23900.0,-0.00363521478703,0.0,1.2433910734,0.293464717936,3.46735159484,2297.05900543,182,0.00979291599502,10,6056.25,-5.06150676927e-17,0.00363521478703,6003.85956594
12810.0,23631.25,-0.00456276864775,-8.66885740549e-17,1.2393618843,0.309237203554,3.45340908697,2111.59013561,183,0.00675356902104,10,5981.25,-4.62629934361e-17,0.00456276864775,5429.8683513
15119.375,20843.75,-0.00471197734284,0.0,1.26810270057,0.400146575677,3.55410296383,2450.56808042,184,0.00973093062642,10,5918.75,8.49764703048e-17,0.00471197734284,5101.33059389
13423.125,26575.0,-0.0022142244269,0.0,1.25564357528,0.34976268398,3.510096659,2224.30442839,185,0.00676002762303,10,8937.5,-7.87586662554e-16,0.0022142244269,5102.45578894
13361.875,23787.5,-0.00285399535585,-4.02135552434e-17,1.30237857194,0.248465242963,3.67803474168,2176.52661798,186,0.00920667367882,10,5893.75,-3.37180283694e-16,0.00285399535585,6632.25454809
12307.5,24143.75,-0.00252792077899,1.11937492245e-17,1.2714807566,0.293732690854,3.56612922406,2087.5974926,187,0.00949258918226,10,5918.75,-1.35079100683e-16,0.00252792077899,5499.41033771
13160.625,23625.0,-0.00249965811814,1.99598135434e-17,1.23468363491,0.377225979732,3.43729090984,2202.60699156,188,0.00647163550958,10,6050.0,2.66786592817e-16,0.00249965811814,4769.73617752
15515.625,26806.25,-0.0017702246272,4.80609359461e-17,1.20162233873,0.320919684178,3.32550764862,2571.92408114,189,0.00973218757088,10,5962.5,4.08117983852e-17,0.0017702246272,6352.47322038
17033.75,29775.0,-0.00115494892193,-1.05056650158e-16,1.18153424609,0.375185808809,3.25937104599,2841.15434162,190,0.00643522984478,10,11906.25,-3.57658347383e-16,0.00115494892193,6242.40050481
14094.375,23881.25,-0.00371192052425,0.0,1.15969963039,0.376307069654,3.18897526097,2381.53607465,191,0.00996572510329,10,6018.75,-2.02959871132e-16,0.00371192052425,5017.58349613
19746.25,35862.5,-0.00166339804473,-3.27053143447e-17,1.14860660561,0.310303136205,3.15379536588,3306.13377896,192,0.00642583385993,10,11900.0,-6.71951383424e-16,0.00166339804473,7940.3027532
15888.75,26862.5,-0.00226555129959,1.9643467359e-16,1.16036446195,0.335051878296,3.1910960973,2681.22480128,193,0.00984646867946,10,5987.5,-2.55251375592e-16,0.00226555129959,6104.90248694
17451.25,30056.25,-0.00402960782579,5.82471854429e-17,1.15906734861,0.303084562907,3.18695956735,2986.23910168,194,0.00971230247946,10,6050.0,-6.16784401331e-16,0.00402960782579,7556.47373531
14107.5,30050.0,-0.00245813986042,0.0,1.1473169029,0.215744626488,3.14973052923,2392.33572014,195,0.0075179115742,10,6075.0,2.92460500262e-16,0.00245813986042,7430.08969074
11392.5,20806.25,-0.00318161853623,7.03024671941e-17,1.19912160012,0.301393423456,3.31720181294,1924.20328162,196,0.00655187378731,10,6068.75,4.04587474634e-16,0.00318161853623,4724.70220622
9081.25,17993.75,-0.00381308462529,0.0,1.21760573156,0.298268910396,3.37908759774,1590.99202002,197,0.00666719051213,10,5981.25,-1.38689060236e-16,0.00381308462529,3777.81869106
15903.125,26781.25,-0.0032289536303,-1.52695613936e-17,1.22703828359,0.342124108419,3.41111181494,2693.68004009,198,0.00663597230318,10,11968.75,7.61701812735e-16,0.0032289536303,5320.8127977
14371.875,26868.75,-0.00428247777489,-4.43618875752e-17,1.23228516734,0.357736614635,3.4290565579,2415.31860872,199,0.00882949392227,10,6031.25,-3.46638689974e-16,0.00428247777489,5463.55842864
