AverageReturn,MaxReturn,LossAfter,MeanKLBefore,Entropy,ExplainedVariance,Perplexity,AverageDiscountedReturn,Iteration,MeanKL,NumTrajs,MinReturn,LossBefore,dLoss,StdReturn
18382.5,31275.0,-0.00193302567216,-2.22358881396e-17,1.60043914195,0.362280407084,4.95520798634,2013.46006528,27,0.00652982147936,10,8600.0,-3.47027961922e-16,0.00193302567215,6322.00447841
22703.125,29981.25,-0.00463425091613,0.0,1.63384834065,0.597351331083,5.12355400909,2550.65831964,28,0.00645444657019,10,15100.0,-1.68265401612e-16,0.00463425091613,4685.70569825
21513.75,30762.5,-0.00455314645438,-5.74910394972e-17,1.6524126209,0.429177246457,5.21955746196,2589.88682785,29,0.00650690310445,10,8793.75,-2.24703589069e-16,0.00455314645437,7044.09371389
21434.375,28681.25,-0.00276190526322,1.40975034589e-17,1.62583825921,0.478688595666,5.08267785346,2940.20732142,30,0.00658765651937,10,8656.25,2.03037586743e-16,0.00276190526322,6055.90056396
20748.75,30143.75,-0.00507256553595,0.0,1.59233179475,0.366404642184,4.91519680619,2587.54568866,31,0.00948884446535,10,8812.5,1.27386989845e-16,0.00507256553595,7647.05560167
18055.625,33118.75,-0.0035108055566,0.0,1.56720647144,0.286598313334,4.79323942238,2510.24210191,32,0.00650115870951,10,5700.0,1.73455694252e-16,0.0035108055566,7395.59013978
20823.75,27475.0,-0.00449893092721,0.0,1.59152086827,0.592873418823,4.91121255864,2748.17690318,33,0.00945442222285,10,11800.0,3.04467562273e-16,0.00449893092721,4188.98555739
20573.75,24987.5,-0.00262179333354,2.84601353654e-16,1.59200800176,0.661481053029,4.91360555754,2432.99949188,34,0.0097968241025,10,13662.5,-3.0297986342e-16,0.00262179333354,3824.07341718
14801.25,19725.0,-0.00310296896129,0.0,1.65391223243,0.420777987776,5.22739064239,1842.60473193,35,0.00973128595546,10,5625.0,6.82653933382e-16,0.00310296896129,3974.08185151
21416.875,28887.5,-0.00251664120951,4.36277670252e-17,1.69616628382,0.499542391712,5.45300200601,2481.89536494,36,0.00958497098518,10,14468.75,5.17097475949e-16,0.00251664120951,5056.3033449
21353.125,33756.25,-0.00264104889351,-4.11546304156e-17,1.68190157883,0.387436214244,5.37576870587,2589.78282619,37,0.00966605011983,10,11575.0,3.21709325846e-16,0.00264104889351,7811.00998291
19274.375,27531.25,-0.00592439881331,-3.22278549547e-17,1.62803916383,0.42609067206,5.09387666187,2564.4159698,38,0.0065774292319,10,5993.75,6.95943302986e-16,0.00592439881331,6006.68862212
18232.5,29906.25,-0.00359990027681,5.55051060494e-17,1.63647605415,0.313075095032,5.13703494541,2240.57092528,39,0.00664748723499,10,4475.0,-2.55756527068e-16,0.00359990027681,7561.1542191
19753.75,29350.0,-0.00468785286008,0.0,1.62690978432,0.332121469383,5.08812698931,2613.89486756,40,0.00937063281116,10,5768.75,2.45536924126e-16,0.00468785286008,7887.59072848
19690.0,31906.25,-0.00434038022328,-8.30851864774e-17,1.5715908872,0.307489570612,4.8143011147,2932.91668707,41,0.00958669545464,10,8768.75,-6.56108500863e-16,0.00434038022328,8189.57855295
17140.0,28793.75,-0.00337965596045,0.0,1.59072121944,0.331681360622,4.90728688304,2592.13357596,42,0.00640616701311,10,5737.5,4.83092732484e-16,0.00337965596045,6776.10011825
21293.75,33956.25,-0.005756006436,0.0,1.57062546048,0.344852575013,4.80965550266,3091.04616262,43,0.00670419922163,10,11118.75,1.87960758069e-16,0.005756006436,8044.08895945
22059.375,32650.0,-0.00281929918204,-2.95979693451e-16,1.5966441185,0.453094211439,4.93643849371,3036.69996891,44,0.00643002028786,10,11381.25,-2.93554069941e-16,0.00281929918204,6510.68247791
16582.5,22887.5,-0.00362660298622,4.15549617966e-17,1.59420263068,0.605127023031,4.92440094004,2279.72003302,45,0.00657706898928,10,13956.25,-1.95066185427e-16,0.00362660298622,3053.19479194
20520.0,34093.75,-0.00534961157596,0.0,1.56916392787,0.341955952383,4.80263116868,2645.05302645,46,0.00952166809751,10,8175.0,1.34048327993e-16,0.00534961157596,7785.65026186
19280.625,24412.5,-0.00317106632972,4.86796053016e-17,1.60998160575,0.576317315698,5.00271920572,2361.97266571,47,0.00936871382211,10,11300.0,5.23348031578e-16,0.00317106632972,4103.76965614
17413.75,33531.25,-0.00406022336701,0.0,1.63932151788,0.222699266354,5.1516730082,1887.69866125,48,0.00655714182484,10,6156.25,3.22772364392e-16,0.00406022336701,9558.25387754
22241.25,31737.5,-0.00238432516557,-5.13387272518e-17,1.62260584505,0.372200283455,5.0662750582,2552.46847529,49,0.00958714652752,10,9606.25,-7.72804042981e-16,0.00238432516557,7985.50747839
19883.75,29025.0,-0.00352905477864,-3.69146156276e-17,1.64421010092,0.4246478384,5.1769190479,2326.94846456,50,0.00655752508569,10,6575.0,-2.29533059226e-16,0.00352905477864,6184.00166256
25916.875,31875.0,-0.00306803252953,-4.40084715329e-17,1.62800059105,0.519679377034,5.09368018067,3223.55851295,51,0.00641981772559,10,10750.0,3.94217991584e-16,0.00306803252953,6393.57957373
22426.875,31793.75,-0.00409729124989,0.0,1.65302031186,0.318282381347,5.2227303038,2360.75834876,52,0.00995115460563,10,10893.75,-1.18672988103e-15,0.00409729124989,9085.99155723
20016.875,33018.75,-0.00381115708573,0.0,1.60254005988,0.230196697454,4.96562941513,2513.9920218,53,0.00956962465598,10,5756.25,-9.2964524967e-17,0.00381115708573,9545.11616368
17090.0,26300.0,-0.00437473824071,1.9411454847e-16,1.63129884288,0.408254033323,5.11050815683,1906.83482051,54,0.00959835718818,10,9612.5,-1.72606373638e-16,0.00437473824071,5769.92282227
19279.375,30231.25,-0.00321607964467,0.0,1.62384718028,0.373759190359,5.07256790888,2413.01479145,55,0.0098340710675,10,10200.0,1.94422256072e-16,0.00321607964467,6620.83244506
23843.125,31462.5,-0.00353467938285,0.0,1.6555542398,0.362659809411,5.23598110725,2452.43183738,56,0.00666782292291,10,7275.0,5.65636426586e-16,0.00353467938285,8107.92506306
19272.5,25525.0,-0.00730257686606,0.0,1.63388623177,0.581184247047,5.12374815,1719.1870634,57,0.0097760779843,10,15931.25,1.74871228609e-16,0.00730257686606,3280.33225261
20150.625,33843.75,-0.00324898041647,1.3692149755e-16,1.62514264782,0.329865136962,5.07914351424,2184.16746933,58,0.00686484387319,10,10643.75,2.12130313315e-16,0.00324898041647,7232.09127021
20039.375,33068.75,-0.00316685578282,-1.41086555205e-16,1.59460225907,0.310099685202,4.92636926369,2535.86465866,59,0.00667200799452,10,10606.25,-5.46307443727e-16,0.00316685578282,7640.3953442
20713.125,31543.75,-0.00310944908467,0.0,1.56872794942,0.376386573254,4.80053778135,2605.63516559,60,0.00950652498069,10,8968.75,-1.82942549998e-16,0.00310944908467,7152.23383483
19619.375,25368.75,-0.00330866062745,3.00780034661e-17,1.57840085248,0.745851666851,4.84719822513,2537.91754153,61,0.00665801412933,10,15693.75,2.87214696471e-17,0.00330866062745,3127.93293616
19363.125,28518.75,-0.0026694347711,0.0,1.57907635553,0.460921610347,4.85047362842,2604.11077252,62,0.00666916235647,10,11168.75,-4.70945504816e-16,0.0026694347711,5698.97910951
17660.0,25993.75,-0.00318964374828,0.0,1.56370162278,0.55888993497,4.77646924924,2492.07211996,63,0.00997982163885,10,11612.5,-8.62254712075e-17,0.00318964374828,4134.44581383
14282.5,26650.0,-0.0053389480617,-1.52199198848e-16,1.51066686931,0.289256762682,4.52975053894,2179.87202182,64,0.00960048252991,10,6062.5,7.53397344511e-17,0.0053389480617,6048.81561237
23105.0,28706.25,-0.00391643603256,3.54474694645e-17,1.54640700683,0.407692251894,4.69457227759,3255.75664881,65,0.00666671252795,10,11581.25,-1.10356168648e-16,0.00391643603256,6585.9425341
17226.25,28518.75,-0.00137936342231,1.38261257543e-16,1.58974409276,0.287182775344,4.90249418404,2349.78617718,66,0.00980492879908,10,6018.75,9.97868454533e-17,0.00137936342231,7121.57307938
16425.0,28118.75,-0.00271603989802,-5.4110219915e-17,1.56768739828,0.293662055561,4.79554517429,2408.89556784,67,0.0096807471958,10,5837.5,1.8959833703e-16,0.00271603989802,7186.97987248
14120.0,26325.0,-0.00473693632455,-5.03176319328e-17,1.54474606196,0.248700741743,4.68678132383,1939.12972306,68,0.00983607554085,10,5075.0,1.05187802912e-15,0.00473693632455,6978.57312153
14000.625,29531.25,-0.00315348136455,9.94287369249e-17,1.50644614655,0.347211652906,4.51067200863,2141.03299512,69,0.00663130324397,10,11193.75,7.6777473268e-17,0.00315348136455,5482.25578714
11263.75,32075.0,-0.0044911974089,4.42738254426e-17,1.5204307122,0.153862336416,4.57419493249,1535.19886491,70,0.00942925477466,10,5325.0,-2.94753110808e-16,0.00449119740889,7409.84343205
16538.125,26675.0,-0.00655085578232,-3.14988970458e-17,1.50586318289,0.263644294293,4.50804321711,2476.05190094,71,0.00677794144243,10,5537.5,6.13931128157e-16,0.00655085578232,7367.56746767
19539.375,35175.0,-0.00391710809968,-8.83191227008e-17,1.47577267727,0.265838124393,4.37441447809,2989.41792025,72,0.00975783004369,10,8781.25,5.84199355558e-17,0.00391710809968,9053.19869663
18282.5,31975.0,-0.00299392700573,0.0,1.40166279343,0.287208388315,4.06194853588,2906.58365125,73,0.0067608336514,10,11700.0,1.42902356615e-16,0.00299392700573,8141.08062545
15393.75,23750.0,-0.00219061822329,9.14931201786e-17,1.3853394149,0.333259800336,3.99618203837,2479.70960806,74,0.00666880629975,10,5637.5,-2.5179303087e-16,0.00219061822329,6082.83702313
15293.125,32587.5,-0.00468994079234,0.0,1.35833824548,0.264347546126,3.8897241615,2402.53179458,75,0.0065124031405,10,8968.75,1.6138201886e-16,0.00468994079234,7271.85899225
13535.0,26543.75,-0.00403300516542,-2.5388699811e-17,1.36325253087,0.355936268048,3.90888642199,2131.56431608,76,0.00951537371045,10,8831.25,-6.91718904378e-16,0.00403300516542,5117.13130694
13716.25,25987.5,-0.00504497472666,1.23795299659e-16,1.35147349535,0.295522847092,3.86311361894,2105.51309416,77,0.00681542484208,10,5237.5,-6.40171249344e-16,0.00504497472666,6028.94463712
13884.375,26412.5,-0.00447109643439,-2.10029938773e-17,1.4049401466,0.239343837327,4.07528281443,2063.4005716,78,0.00749864193395,10,5081.25,2.14311901559e-16,0.00447109643439,7139.55872783
17726.875,30956.25,-0.00319913812556,8.31349348375e-17,1.45582522228,0.26094699311,4.28802057605,2527.88723786,79,0.00694138308212,10,5618.75,1.37023725699e-16,0.00319913812556,8175.09511126
17951.875,26562.5,-0.00145355925427,-3.58528776517e-17,1.46986314207,0.326154255949,4.34863995448,2692.79553551,80,0.00812048314473,10,7437.5,8.11239964094e-17,0.00145355925427,7347.81911203
23825.625,34843.75,-0.00382765706812,1.82895455283e-16,1.45474011684,0.338593401301,4.28337014519,3602.88086852,81,0.00875590057498,10,8525.0,-3.26161320174e-16,0.00382765706812,9027.96845659
14128.75,26525.0,-0.00730506356899,0.0,1.42849822424,0.208923018675,4.17242843257,2229.89675801,82,0.00972288991658,10,11568.75,2.38475905689e-17,0.00730506356899,4836.66837167
14252.5,25637.5,-0.00414479276587,-4.22787757738e-18,1.48408776751,0.323500696602,4.41093977431,2155.47835761,83,0.00934773130674,10,5712.5,-2.33790764526e-16,0.00414479276587,5813.73185871
14935.0,27918.75,-0.00387614024791,0.0,1.49541484065,0.322725036491,4.4611868507,2167.88947234,84,0.00654369235589,10,7931.25,2.03004280053e-16,0.00387614024791,6022.42566891
16680.0,31381.25,-0.00206280545798,0.0,1.47790433516,0.284133141356,4.38374917887,2582.02679437,85,0.00981168546629,10,5800.0,8.37441227475e-17,0.00206280545798,7413.42732395
16996.25,28556.25,-0.00343530077006,-9.27055638466e-17,1.48443967168,0.270741084586,4.41249227557,2480.81240707,86,0.00947866664363,10,5556.25,-2.81208389907e-16,0.00343530077006,7947.01555617
17185.0,29262.5,-0.00383783075936,1.66309716605e-16,1.47975408524,0.382067473266,4.39186552355,2610.89367061,87,0.00671299898576,10,8493.75,7.87037102157e-17,0.00383783075936,6245.3039858
16920.625,26375.0,-0.00431247866811,-2.01573604796e-16,1.49338247542,0.388599161341,4.45212929688,2438.31010931,88,0.00643038093135,10,8750.0,1.0053069488e-16,0.00431247866811,6025.07912941
16732.5,26256.25,-0.00335002438871,-2.55821872448e-16,1.4361564633,0.284359421001,4.20450455352,2615.97846907,89,0.00995041036291,10,5781.25,1.17350573703e-17,0.00335002438871,7537.60198936
17456.25,34950.0,-0.00361946935205,0.0,1.39341641067,0.235759245707,4.02858988665,2641.26087486,90,0.00773548267461,10,5418.75,3.4198754939e-16,0.00361946935205,8957.79295851
16240.0,31912.5,-0.00445451929503,-4.46095311914e-17,1.41421057511,0.306330815035,4.11323809143,2430.59219358,91,0.00737826798203,10,8406.25,-1.21758159111e-16,0.00445451929503,6971.35220474
18452.5,23681.25,-0.0027226751825,1.31230332946e-16,1.41140051599,0.56331964038,4.10169587398,2857.81615202,92,0.00642807481441,10,11787.5,-2.03215222427e-16,0.0027226751825,4402.6920032
15898.75,29137.5,-0.00239465304392,-5.79326246338e-17,1.39635512881,0.322776266809,4.04044618947,2512.23709971,93,0.0097631387066,10,5968.75,3.88566956389e-16,0.00239465304392,6363.61716616
19930.0,29031.25,-0.00107192390281,0.0,1.4107077571,0.380163287042,4.0988553717,3093.82066554,94,0.00729085057646,10,8681.25,6.16107165285e-16,0.00107192390281,6893.53172819
21914.375,31925.0,-0.00463984549684,0.0,1.44889536698,0.536352220556,4.25840793809,3229.86230167,95,0.00947714766586,10,14243.75,4.51572113036e-16,0.00463984549684,5533.69864585
14551.875,26750.0,-0.000472058573898,2.70145212398e-16,1.44295133851,0.204704920536,4.23317091917,2207.47398541,96,0.00636228228526,10,5912.5,4.70379291073e-16,0.000472058573899,6759.48410684
16173.75,28912.5,-0.00264360985115,-5.08591415857e-17,1.468733481,0.315798149875,4.34373023887,2395.40826756,97,0.00963275276782,10,8831.25,-3.17779136338e-16,0.00264360985115,6571.39623197
14701.25,23825.0,-0.00445570813204,0.0,1.39378993882,0.365529029541,4.03009495946,2311.40034215,98,0.00961231032459,10,6006.25,-6.52000675672e-16,0.00445570813204,5514.34762121
15723.125,32431.25,-0.00536398358388,0.0,1.3478714211,0.270145715397,3.8492234286,2551.79781761,99,0.00962956943162,10,6031.25,1.24056320772e-16,0.00536398358388,7364.15943205
13138.75,23543.75,-0.00293413687427,0.0,1.30291919474,0.366790332212,3.68002370868,2012.67205009,100,0.00968720411086,10,5737.5,2.36455299785e-16,0.00293413687427,4743.01278857
10193.75,12056.25,-0.00208148307513,5.93922521378e-17,1.22288889339,0.502770394943,3.39698710573,1579.16609105,101,0.00959261811351,10,4912.5,-2.41540121237e-16,0.00208148307513,2744.6937443
11296.25,12006.25,-0.0042626623639,1.37921114209e-16,1.13377263185,0.853157650964,3.10735733,1848.0712995,102,0.00667718839566,10,8743.75,7.76712028028e-16,0.0042626623639,1270.41823822
14886.875,26687.5,-0.00159791617459,4.24053013762e-17,1.17297643169,0.321162607052,3.23159696573,2448.59012972,103,0.00639947141668,10,11743.75,7.58415552582e-16,0.00159791617459,5880.65050744
11322.5,14831.25,-0.00378389608516,-7.15039724606e-17,1.18505284791,0.602001874677,3.27085967499,1869.4160161,104,0.00971814521261,10,5725.0,1.2128076321e-16,0.00378389608516,2313.53726737
13671.25,23543.75,-0.00245176322961,1.55204700978e-16,1.16601610787,0.530061246648,3.20918210224,2232.50001205,105,0.00875755037776,10,11787.5,7.73292541112e-16,0.00245176322961,3501.95168799
13476.25,32850.0,-0.00110196059556,0.0,1.13186801987,0.257020420005,3.10144465247,2265.47921123,106,0.00653363858003,10,8887.5,4.19614343272e-16,0.00110196059556,6573.78006743
16985.0,29862.5,-0.00566482097277,0.0,1.15956859756,0.33323253323,3.18855742793,2801.12167801,107,0.0065869905909,10,8962.5,-3.3950620093e-17,0.00566482097277,6643.40850486
19685.0,32837.5,-0.00320935279838,0.0,1.1791299048,0.303088470384,3.25154381905,3260.69377079,108,0.00881118683578,10,5875.0,2.096656182e-16,0.00320935279838,8431.13102214
18855.0,27043.75,-0.00373505900679,0.0,1.10997755363,0.367493766891,3.03429028488,3161.97234476,109,0.0076286336584,10,8837.5,4.41785497074e-17,0.00373505900679,7103.66476722
11316.875,14981.25,-0.00145874508754,3.79249544228e-17,1.12043566579,0.378396107033,3.06618974631,1862.0950653,110,0.00896074803611,10,5956.25,-3.70947716988e-16,0.00145874508754,2236.46632897
14351.25,24137.5,-0.00394349298372,-3.81289894192e-17,1.16318137076,0.389184386218,3.20009779656,2397.12057198,111,0.00672952901661,10,8968.75,1.0423439889e-15,0.00394349298372,4976.21671679
17218.125,35662.5,-0.00387506917302,-2.85659131696e-17,1.17490077473,0.198487016391,3.23782165418,2800.34663931,112,0.00946614922277,10,8862.5,5.74096326034e-16,0.00387506917302,9780.49216313
19938.125,32268.75,-0.00172875404167,-1.2964591147e-16,1.16564920883,0.382885657538,3.2080048724,3273.47274497,113,0.00698841151018,10,11968.75,3.39683836614e-16,0.00172875404167,7059.54719799
19370.0,29862.5,-0.00144341501753,3.97399151774e-18,1.11998283936,0.364685394755,3.06480160888,3197.54370802,114,0.00913742213562,10,8856.25,-4.49218440224e-16,0.00144341501753,7300.88703943
15305.0,24187.5,-0.0022544133053,-1.76870050842e-17,1.06342807545,0.395845322409,2.89628266607,2593.27308421,115,0.00773436609069,10,11962.5,2.71060951462e-16,0.0022544133053,5066.66171532
12016.875,12062.5,-0.00710591849111,-2.34080329013e-16,1.00048258825,0.914424637422,2.71959395591,2044.11918603,116,0.00992933952808,10,11837.5,2.01705319114e-16,0.00710591849111,64.2292038328
14087.5,26906.25,-0.003978049073,1.06963265205e-17,1.05750959451,0.421625139213,2.87919169849,2375.48162547,117,0.00758734413658,10,11893.75,-3.83604259468e-16,0.003978049073,4626.5369068
14384.375,29950.0,-0.00225734227887,0.0,1.10885135848,0.324877828546,3.03087500538,2424.76056292,118,0.00824638889148,10,8868.75,-1.90381044263e-16,0.00225734227887,5946.76596064
15786.875,26650.0,-0.00342223598698,-8.53550916206e-18,1.18559223094,0.400365499344,3.2726243971,2600.32597408,119,0.00947061377235,10,11800.0,8.3002493767e-16,0.00342223598698,5466.76210298
16785.0,35643.75,-0.00271755860795,-4.49600468357e-17,1.09765133066,0.264325390256,2.9971185107,2831.63563128,120,0.00888920396326,10,11925.0,-5.31319432895e-16,0.00271755860795,7966.17664332
17077.5,32950.0,-0.00334220679334,0.0,1.10101304244,0.289333142587,3.00721091366,2874.79229441,121,0.00921197588913,10,8843.75,4.06474853776e-16,0.00334220679334,7679.9613443
15662.5,24118.75,-0.00247627332317,2.52147606142e-17,1.08564169055,0.443945973353,2.96133947274,2691.08005042,122,0.00661871013679,10,9081.25,8.25425708686e-16,0.00247627332317,4992.02958475
14119.375,23762.5,-0.0042366035526,-1.14301553766e-16,1.15148763286,0.526591414774,3.16289463759,2402.47068806,123,0.00757360612545,10,11937.5,6.45376807551e-16,0.0042366035526,3723.01273542
17956.25,35818.75,-0.00283318344296,1.15349565189e-17,1.21491799626,0.25945841645,3.37001769895,3012.49269143,124,0.00725340730044,10,6131.25,4.40714131855e-16,0.00283318344296,8381.43782414
13235.625,23968.75,-0.00468278004347,0.0,1.25475808571,0.363955421954,3.50698988075,2263.18009152,125,0.00699969919273,10,6112.5,-2.22888374424e-16,0.00468278004347,4446.37848598
16405.0,23937.5,-0.0045716990018,0.0,1.25194603206,0.462395838694,3.49714189007,2718.08788229,126,0.00981310600946,10,11668.75,-1.70530256582e-16,0.00457169900179,4916.12922557
16155.625,24137.5,-0.00218332351707,-2.81802455579e-17,1.27207012874,0.412041861282,3.56823162073,2707.29573764,127,0.00861095548616,10,9056.25,-4.39759340054e-17,0.00218332351707,5501.63217969
12006.25,21068.75,-0.0039966974184,2.28674069018e-17,1.216448984,0.396485863999,3.37518110625,2037.05685838,128,0.00860718318667,10,6075.0,-5.01310104539e-16,0.0039966974184,3813.42919005
12636.875,21075.0,-0.00186361457495,5.36186163077e-17,1.15221781065,0.515637745607,3.16520495638,2162.24212942,129,0.00796890307601,10,6100.0,1.82076576039e-16,0.00186361457495,3497.64479909
16771.25,30112.5,-0.00321820387314,1.0133350627e-17,1.11924301944,0.269936982894,3.06253504614,2819.43309888,130,0.00798690284462,10,9043.75,2.77355916012e-16,0.00321820387314,7568.54675615
16226.875,24106.25,-0.0015934634153,0.0,1.18697249826,0.385929843306,3.27714461241,2763.11229726,131,0.00673957546,10,9000.0,-3.49947848477e-16,0.0015934634153,5857.27382326
16458.75,26768.75,-0.00194183577439,-1.04250419923e-16,1.2157237825,0.360645666537,3.37273430718,2759.22431078,132,0.00684373761395,10,6087.5,2.09599004819e-16,0.00194183577439,6229.05753806
18175.0,26725.0,-0.00293219319601,2.06980520144e-17,1.23179684356,0.402314066061,3.42738247683,2999.70764353,133,0.00991272825314,10,6050.0,-1.73516756519e-16,0.00293219319601,6232.5832325
15590.0,27150.0,-0.00413628385796,-3.34246403426e-17,1.23311459262,0.302325600814,3.43190188393,2633.06119339,134,0.00767960923514,10,6031.25,-2.80275802567e-16,0.00413628385796,6646.52764137
14101.875,21087.5,-0.00200889326555,1.12905666848e-16,1.20085448079,0.447140294052,3.32295511129,2388.04569645,135,0.00897212702641,10,6062.5,2.59832433347e-16,0.00200889326555,4447.60561461
15870.0,26868.75,-0.00387115016984,-2.93992603106e-17,1.14569100427,0.361881242613,3.14461354764,2666.09200916,136,0.0066050244631,10,11900.0,-3.55460105794e-16,0.00387115016984,5988.22725228
18906.875,32981.25,-0.00166345279201,-4.93446964242e-17,1.14472140613,0.299937130235,3.14156601388,3203.97977125,137,0.00934343388205,10,9075.0,3.10418357685e-17,0.00166345279201,8128.37019046
12017.5,12118.75,-0.00125679211738,-8.99720746287e-17,1.097504381,0.662836836187,2.99667811752,2045.00361459,138,0.00647760138418,10,11887.5,7.18713977221e-16,0.00125679211738,73.6227716131
18625.625,33025.0,-0.00275118564505,-3.51635841691e-17,1.11802897871,0.245493046512,3.05881925985,3168.66269302,139,0.00664267461177,10,11862.5,2.91744406411e-16,0.00275118564505,8586.5908589
16758.125,24131.25,-0.00280801221061,-1.29010570247e-17,1.14233663831,0.4716573002,3.13408303448,2811.96463252,140,0.00994733019632,10,11968.75,-1.71709868546e-17,0.00280801221061,4966.76222031
