MaxReturn,MinReturn,Iteration,ExplainedVariance,LossBefore,MeanKLBefore,StdReturn,AverageReturn,Perplexity,AverageDiscountedReturn,Entropy,LossAfter,NumTrajs,MeanKL,dLoss
29325.0,13893.75,30,0.692199067849,6.06126260294e-16,-8.4071750001e-19,4609.21804818,21329.375,4.69007372452,3674.14570692,1.54544830185,-0.0114902482009,10,0.0071870359141,0.0114902482009
28812.5,13131.25,31,0.675957746768,3.18234327779e-16,-7.90329371335e-18,4973.86921822,22162.5,4.86839221426,3798.21516544,1.58276374178,-0.00941782817905,10,0.0064000305195,0.00941782817905
28981.25,13118.75,32,0.761588561336,2.98161495493e-16,2.47889611066e-18,4380.96062703,24436.875,4.7977488225,4053.17993064,1.56814681259,-0.0115868873423,10,0.00988501798584,0.0115868873423
28631.25,21331.25,33,0.891393588548,-5.28421750801e-16,-1.30046258461e-18,2384.68616908,25858.75,4.66741991472,4038.00873722,1.54060643822,-0.0125065976735,10,0.00913210831777,0.0125065976735
27581.25,19575.0,34,0.818256423996,-1.08086317674e-15,1.13328781173e-18,3043.71303879,23621.25,4.68234903674,3509.27476562,1.54379991493,-0.013231477736,10,0.00925062066748,0.013231477736
28412.5,18068.75,35,0.825803577883,7.89368570508e-17,-1.03199194761e-18,3044.59279913,24955.0,4.54506158478,3702.74481744,1.51404127754,-0.0123301823138,10,0.00900525293453,0.0123301823138
28562.5,21412.5,36,0.857162779647,1.32227562233e-16,1.49672402793e-18,2613.60241393,25181.875,4.55989280268,3925.98176934,1.51729911507,-0.0124374203567,10,0.00978867271923,0.0124374203567
29212.5,22993.75,37,0.886088010697,-3.82138765076e-16,-2.06565933607e-18,2246.63820032,26185.625,4.58369716879,4291.45801106,1.52250591458,-0.0120641044716,10,0.009212113316,0.0120641044716
28456.25,21700.0,38,0.883078223443,-7.5561779056e-17,-6.92875539564e-19,2103.54277054,26096.25,4.47906553526,3802.90794497,1.49941443879,-0.014227764748,10,0.0093366752538,0.014227764748
28581.25,18275.0,39,0.799008423114,-1.93622895495e-16,4.81194136422e-19,3166.55989403,24706.25,4.61496834662,3707.96732182,1.52930500913,-0.0146898010861,10,0.00941523837183,0.0146898010861
28918.75,23381.25,40,0.931587756769,1.94821936361e-16,-1.94350909952e-19,1708.48983023,26543.75,4.53067285507,3934.43772046,1.51087046159,-0.0130270631846,10,0.00966263361521,0.0130270631846
28043.75,23231.25,41,0.932440471039,3.1197266992e-18,1.05142444115e-18,1401.40568381,25926.875,4.647241098,3917.66070048,1.53627373126,-0.014220392572,10,0.00865183761252,0.014220392572
28525.0,21493.75,42,0.894413059896,3.48410189588e-16,8.74245053337e-19,2271.32464104,25527.5,4.51884194799,3602.97092966,1.50825575482,-0.0148973440868,10,0.00942811455095,0.0148973440868
27731.25,18775.0,43,0.814075504533,1.95066185427e-16,-2.91300390002e-19,2721.18490104,24563.125,4.5246343361,3660.95863514,1.50953676418,-0.00975322334002,10,0.00798525998345,0.00975322334002
28337.5,24443.75,44,0.931303499777,2.78888023786e-17,-2.01997919309e-19,1316.9887528,26682.5,4.56060908126,4160.25405153,1.51745618506,-0.0130313486112,10,0.0094293825939,0.0130313486112
28950.0,21237.5,45,0.881786875981,2.50566234428e-16,-1.07013323267e-18,2324.18164361,26050.0,4.56925402495,4132.94420981,1.51934995853,-0.00939919766081,10,0.00901919767724,0.00939919766081
27906.25,22900.0,46,0.919087312118,2.29638530413e-16,1.6178981513e-18,1468.09945699,26549.375,4.44374140074,3877.94018325,1.49149667943,-0.0130441987706,10,0.00959851045934,0.0130441987706
27050.0,18837.5,47,0.835594596362,6.92779167366e-17,-3.27329629088e-18,2487.11366347,25050.0,4.46365378088,3952.60135469,1.49596766403,-0.010258186501,10,0.00663845057054,0.010258186501
28587.5,20668.75,48,0.878242840072,-5.81534820299e-16,3.32383257189e-18,2437.25006731,25679.375,4.5351233558,4107.20592866,1.51185228403,-0.0110404348002,10,0.00943933316726,0.0110404348002
27912.5,24762.5,49,0.941854104972,2.56106247321e-16,1.33049988902e-18,1057.79269738,26299.375,4.43226920026,3995.46349843,1.48891168773,-0.016313580563,10,0.00880358308363,0.016313580563
29025.0,21112.5,50,0.877053124014,-2.07323047619e-16,3.15038336359e-19,2440.8489814,26303.75,4.34280263416,4271.95145157,1.46851990793,-0.0128714428905,10,0.00990795558628,0.0128714428905
28281.25,22662.5,51,0.926858342592,-3.97903932026e-17,-3.34683489083e-18,1942.32755428,26249.375,4.3560451636,4159.64462164,1.47156457315,-0.013656143799,10,0.00997660737074,0.013656143799
29000.0,20525.0,52,0.815562582211,-4.78223016742e-16,5.75282423231e-18,3158.10867302,25159.375,4.32843817867,4056.37430996,1.46520677918,-0.0158541307123,10,0.00938112999894,0.0158541307123
29006.25,22575.0,53,0.90563879629,1.48547840695e-16,-1.99896974594e-18,2135.76912742,26228.125,4.22315464931,4189.67949996,1.440582396,-0.0130728060542,10,0.0086726879166,0.0130728060542
29000.0,26918.75,54,0.96434803731,6.61692922677e-17,5.71378987655e-19,626.638165631,28105.625,4.13346253172,4597.34062586,1.41911544113,-0.013020538117,10,0.00940433055154,0.013020538117
28318.75,24700.0,55,0.947125498317,-3.20188320302e-17,8.60863649119e-19,1085.74643103,27053.75,4.12372351873,4200.00921153,1.41675652189,-0.0101140531463,10,0.00649290397036,0.0101140531463
29568.75,23937.5,56,0.933811720699,7.09210468131e-17,4.23832924912e-18,1746.45634518,26833.125,4.17302832804,4218.40112879,1.42864199,-0.00925070927703,10,0.00652644682827,0.00925070927703
28706.25,25325.0,57,0.959449397831,3.45057316053e-17,8.71557739461e-19,1079.0686088,27155.0,4.18900512698,4175.76386289,1.43246326588,-0.0138984987483,10,0.0095904659022,0.0138984987483
29243.75,22468.75,58,0.906714826458,4.13002965161e-17,4.71351056325e-19,2011.99100706,27101.25,4.06640629541,4365.92054376,1.4027596353,-0.00954665483927,10,0.00646296019044,0.00954665483927
29293.75,23225.0,59,0.936088061174,8.38440428197e-17,2.38214183196e-18,1656.02781529,27180.0,4.08804657207,4261.43259874,1.40806724522,-0.0120079869479,10,0.00946460952067,0.0120079869479
28925.0,24037.5,60,0.943235230803,8.19344592173e-17,-2.58560426783e-18,1453.61134334,27253.75,4.16066138183,4266.40854947,1.42567404765,-0.0106451129941,10,0.0095300045704,0.0106451129941
